total_population,california_county,approximate_location,ces_4_0_score,ces_4_0_percentile_range,ozone,pm2_5,diesel_pm,drinking_water,lead,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score,twocounty
5386,Los Angeles,Santa Clarita,12.13,15-20%,0.064,9.609631058,0.233,476.43,7.95,0,264.9463349,1121.538567,0,3.75,0.815,0,0,37.86,4.62,19.26,8.06,4.7,2.3,12.7,6.8,16.9,25.3,2.62,Los Angeles
5009,Los Angeles,Long Beach,12.12,15-20%,0.043,11.58573049,0.06,443.39,68.86,0,5118.840006,712.5632649,5.3,6,0.14,2,0,39.68,4.85,29.73,12.24,8,0,10.3,2,10,24.12,2.5,Los Angeles
3535,Sonoma,Santa Rosa,12.12,15-20%,0.034,7.570783485,0.133,150.06,59.33,0,0.036821233,848.8797796,0,50.75,0.635,4,0.5,31.06,3.79,41.89,12.05,2.9,1.4,26.5,2.2,24.3,30.8,3.19,Other County
6768,Santa Clara,Cupertino,12.11,15-20%,0.038,8.184180614,1.071,282.42,38.65,0,513.4103292,1580.914524,10.2,37,0.695,1,0,42.23,5.16,9.86,6.35,1.1,9.7,6.6,5.7,7.3,22.64,2.35,Other County
3012,San Mateo,Millbrae,12.1,15-20%,0.034,8.394438651,0.085,348.04,36.32,0,180.8790029,1247.026934,4.5,18,0.54,9,0,36.47,4.45,25.01,6.7,5,14.6,14.6,2.2,13.8,26.21,2.72,Other County
4786,Santa Clara,San Jose,12.1,15-20%,0.04,8.742932879,0.141,291.53,20.8,0,216.2863312,889.0321232,10.7,0,0.485,3,0.35,30.42,3.71,26.84,9.99,13.2,12.1,6.1,3.5,7.6,31.4,3.26,Other County
3644,San Francisco,San Francisco,12.1,15-20%,0.032,8.631993446,0.225,258.79,76.52,0,290.0393321,213.9682022,0,17,0.05,0,0,25.31,3.09,44.01,8.42,15.6,6.5,20.1,3.5,12.4,37.74,3.91,Other County
5244,San Francisco,San Francisco,12.09,15-20%,0.032,8.659011255,0.137,258.79,57.09,0,362.1330007,444.6388776,3,0,0.035,10,0,26.4,3.22,18.89,6.26,8.4,12.3,20.6,3,24.4,36.17,3.75,Other County
4306,Orange,Unincorporated Orange County area,12.09,15-20%,0.049,11.76733099,0.032,529.18,42.18,0,3347.21993,447.125363,2.25,10,0.31,0,0,37.13,4.53,23.69,7.48,8.9,4.8,15.7,4.4,13.6,25.72,2.67,Other County
3103,Los Angeles,Pasadena,12.09,15-20%,0.057,11.24037378,0.084,757.7,51.35,0.05,1116.367981,1321.452391,5,0,0.12,2,14,50.77,6.2,19.78,5.32,1.8,5,8.3,2.3,13.9,18.8,1.95,Los Angeles
6024,Los Angeles,Glendale,12.07,15-20%,0.064,11.111859,0.047,886.45,50.54,0,844.4743245,386.3383745,0,18,0.185,2,0.2,40.99,5,24.32,9.62,5.2,8.7,11.5,2.9,9.8,23.26,2.41,Los Angeles
5187,Santa Clara,San Jose,12.06,15-20%,0.041,8.25168349,0.357,291.53,29.73,0,106.6059977,2022.168276,0,1.3,0.5,3,0,30.83,3.76,30.06,8.26,10.7,8.8,24.4,4.2,11.6,30.89,3.2,Other County
3408,Santa Clara,Cupertino,12.06,15-20%,0.039,8.26226867,0.447,397.18,56.45,0,380.9356638,1983.742118,37.5,74,1.125,2,0,49.81,6.08,20.08,8.36,1.8,14.2,9.2,1.5,9,19.12,1.98,Other County
2399,Los Angeles,Santa Clarita,12.06,15-20%,0.065,10.00715869,0.134,586.1,10.04,0,234.8429972,1100.627828,0,0.3,0,1,0,31.22,3.81,30.9,13.62,3.1,1.2,7.1,3,4.8,30.49,3.16,Los Angeles
5322,Mendocino,Unincorporated Mendocino County area,12.05,15-20%,0.036,6.76410311,0.021,337.01,42.43,15.05,0,453.8306689,0,20.55,0.125,5,3.1,28.83,3.52,41.76,11.6,7.9,1,28.6,6.1,8,32.99,3.42,Other County
4352,Santa Cruz,Capitola,12.04,15-20%,0.036,6.215820287,0.216,329.05,38.43,0.35,47.78240073,1243.846309,1,27.5,0.265,3,0,34.15,4.17,33.7,10.04,3.9,2,29.1,0.5,18.9,27.83,2.89,Other County
3998,Riverside,Cathedral City,12.04,15-20%,0.062,6.946347743,0.083,407.93,30.1,0,0.059450833,690.9969039,0,0,0,0,0,19.45,2.37,42.89,14.87,14.3,11.3,36.2,4.6,22,48.87,5.07,Other County
5180,San Diego,Crest,12.03,15-20%,0.055,8.925752554,0.038,245.05,40.95,0.13,154.7519684,494.3917847,0,1.5,0,4,3.5,28.87,3.52,43.47,11.39,11.4,3.6,23,3.1,10.3,32.9,3.41,Other County
6155,San Diego,San Diego,12.02,15-20%,0.044,9.784688604,0.363,312.86,50.32,0,181.2430928,1778.320798,0,5,0.435,8,0,41.3,5.04,17.92,7.9,3.3,0.2,26.3,2.9,20.4,22.99,2.38,Other County
5431,Los Angeles,Long Beach,12.02,15-20%,0.04,11.55531683,0.103,339.04,58.2,0,7468.846517,745.3204585,0,6,0.225,7,0,39.01,4.76,19.39,9.69,4.1,1.9,9.9,5.4,14.3,24.34,2.52,Los Angeles
3198,Orange,Huntington Beach,12.02,15-20%,0.045,11.01820136,0.047,349.16,40.9,0,3174.043335,632.177498,0,2.5,0.135,1,0.5,30.21,3.69,31.91,11.27,8.2,0.7,17.2,5.6,8.8,31.41,3.26,Other County
4088,Los Angeles,Santa Monica,12.02,15-20%,0.049,11.52951802,0.053,417.8,57.5,0,1407.085673,631.9512951,0,1.5,0.05,7,0,34.96,4.27,12.24,6.48,1.6,0,8.9,6.6,16.7,27.14,2.82,Los Angeles
8917,Orange,Irvine,12.01,15-20%,0.05,11.604153,0.263,411.38,28.27,0,2102.239949,1969.908189,0.7,1.5,0.325,8,1,48.12,5.88,14.07,6.3,3.5,7.6,20.6,2.9,11.1,19.71,2.04,Other County
5211,San Francisco,San Francisco,12.01,15-20%,0.032,8.516396702,0.356,258.79,55.05,0,362.4383291,1946.572526,18,0,0.16,0,0.25,34.36,4.2,22.76,7.61,9.2,10.6,18.4,1.8,12.4,27.59,2.86,Other County
7756,San Diego,San Diego,12.01,15-20%,0.048,8.29656306,0.22,312.86,23.95,0.01,12.74532667,1322.174834,0.7,17,0.275,15,0,37.46,4.57,14.91,6.23,2.9,6,19.7,3.3,11.2,25.31,2.63,Other County
7099,San Diego,Encinitas,12,15-20%,0.044,9.114676626,0.285,287.7,27.93,9.22,22.5461998,1844.138498,0,12.2,0.22,16,0.2,42.23,5.16,14.86,7.27,5.6,0,17.2,4.8,18.7,22.44,2.33,Other County
5971,Santa Clara,Cupertino,12,15-20%,0.038,8.079777015,0.262,286.68,31.46,0,792.4273175,1557.937819,2.45,9,0.61,4,0,36.75,4.49,10.91,7.09,2.2,14.1,12.3,2.4,16.6,25.78,2.67,Other County
5039,Santa Clara,Morgan Hill,12,15-20%,0.044,6.800127657,0.037,399.92,19.73,18.41,38.043632529999996,325.309539,1.85,0,0.18,7,0.2,25.42,3.1,37.05,13.75,9.2,7.3,10,4.9,12.3,37.27,3.87,Other County
4158,Santa Clara,Santa Clara,11.99,15-20%,0.04,8.374065123,0.178,430.43,38.82,0,258.5839945,1205.616762,0,19.5,0.225,2,0,33.07,4.04,25.66,9.57,1.7,4.7,6.4,3.6,10.1,28.63,2.97,Other County
4488,San Diego,Santee,11.98,15-20%,0.051,9.571523274,0.069,244.69,24.77,0,120.0699997,861.2922053,4.1,8,0.96,9,0.2,36.53,4.46,36.45,10.03,10.4,1.4,12.8,3.8,11.3,25.9,2.69,Other County
5854,San Diego,San Diego,11.98,15-20%,0.043,9.976972961,0.224,312.86,61.55,0,293.4754232,718.9728796,7.15,14.5,1.52,5,1,45.94,5.61,18.52,4.83,7.1,0.5,17.1,5.7,17.7,20.59,2.14,Other County
9755,Riverside,Unincorporated Riverside County area,11.98,15-20%,0.057,8.898043305,0.039,294.1,15.39,0,9.9062834,1055.176894,0,1,0.27,7,1,29.15,3.56,27.56,15.81,4.6,1.3,20.4,6.8,12,32.45,3.37,Other County
3636,Orange,San Clemente,11.97,15-20%,0.049,9.277835408,0.113,342.5,29.1,0,37.48046687,1325.556425,0,2,0.1,2,2,31.19,3.81,24.12,12.25,4,2.9,15.7,5.7,15.4,30.31,3.14,Other County
4418,Alameda,Fremont,11.97,15-20%,0.036,8.483559996,0.677,204.79,17.32,0.06,234.2579956,5756.147404,0,0,0.01,0,0,25.78,3.15,34.61,11.3,3.7,8.9,7.1,3.7,6.4,36.67,3.8,Other County
3841,San Diego,San Diego,11.97,15-20%,0.047,9.464954708,0.126,312.86,23.24,0,88.16063433,912.0721961,0,0,0.325,0,0,24.97,3.05,35.03,10.17,9.5,7.4,10.9,3.8,8.5,37.84,3.93,Other County
6480,San Diego,Rancho San Diego,11.96,15-20%,0.049,9.964221313,0.067,265.27,18.1,0,217.0004781,1183.597713,0,0.5,0.425,1,0.5,28.78,3.51,23.52,6.92,10.5,5.3,23.2,7.3,25.2,32.82,3.4,Other County
7457,Sonoma,Santa Rosa,11.96,15-20%,0.034,7.351774422,0.128,158.8,45.58,0.08,0.017988367,867.3567203,0,85.5,0.15,5,1,29.74,3.63,43.8,10.03,6.7,2,26.1,2.6,19.6,31.75,3.29,Other County
4280,Marin,San Rafael,11.95,15-20%,0.034,8.351873776,0.151,197.96,61.3,0,315.5620015,1801.020682,5.2,17.1,1.61,1,0.3,38.41,4.69,28.9,9.56,6.3,4.5,16.5,1.3,18,24.57,2.55,Other County
3935,Los Angeles,Long Beach,11.95,15-20%,0.04,11.58107322,0.072,339.04,47.61,0,8430.249675,783.0016769,0,0,0.36,5,0,34.97,4.27,17.3,7.25,9.5,3.1,27,4.3,19.2,26.98,2.8,Los Angeles
10588,Riverside,French Valley,11.95,15-20%,0.059,9.028552688,0.124,237.48,17.21,0,32.20463373,436.6840543,0,0,0.045,6,0,22.05,2.69,32.68,17.52,6.4,2.2,23.4,10.3,9.9,42.78,4.44,Other County
12628,Riverside,Corona,11.95,15-20%,0.058,12.04734509,0.033,669.9,16.27,0,1133.664998,379.6722134,0,0,0.05,0,0,28.22,3.45,23.36,17.63,7.4,4.1,9.1,3.9,12.7,33.42,3.47,Other County
3811,Los Angeles,Los Angeles,11.94,15-20%,0.053,11.57869279,0.421,743.53,46.86,0,1229.189667,2540.64109,5.4,6.75,0.275,4,4.7,59.59,7.28,13.69,6.24,1.5,1.6,12.4,7.8,11.2,15.83,1.64,Los Angeles
7291,Alameda,Fremont,11.94,15-20%,0.039,8.397353997,0.183,204.79,6.86,0,179.673673,1017.848387,4.15,6.65,0.385,0,0,25.5,3.11,41.23,12.25,1.1,10.2,8.6,1.9,11.5,36.98,3.84,Other County
1818,San Diego,San Diego,11.93,15-20%,0.049,7.719146829,0.023,502.84,15.65,307.16,10.96926307,639.542599,0,15,0.06,11,2.5,36.82,4.5,40.54,11.53,7.1,1.6,18,3.2,8.7,25.58,2.65,Other County
4503,Madera,Oakhurst,11.92,15-20%,0.057,7.875904,0.006,754.21,34.04,0,0,339.4936427,0,38,0.3,1,4.5,32.6,3.98,27,7.19,11.8,5.5,33.6,3,16.9,28.86,2.99,Other County
5137,Sacramento,Folsom,11.91,15-20%,0.053,7.976966878,0.268,169.57,8.24,0,33.10653367,1846.979544,15.7,3.75,2.35,1,0.2,36.4,4.44,27.25,12.5,3.2,2.5,9.7,5.2,7.2,25.85,2.68,Other County
5188,Alameda,Unincorporated Alameda County area,11.91,15-20%,0.045,8.389273133,0.025,450.78,11.46,3.91,173.091334,2180.740951,0,1.05,0.655,2,7,37.72,4.61,29.57,10.5,3.2,3.9,9.4,4,5.1,24.93,2.59,Other County
6330,Solano,Vacaville,11.91,15-20%,0.044,7.789911791,0.072,266.67,13.11,74.97,418.4409994,411.8046107,0,0,0.26,0,0,22.55,2.75,77.03,15.25,10.1,1,12.2,5.8,10.1,41.71,4.33,Other County
7375,Los Angeles,Redondo Beach,11.89,15-20%,0.042,11.90461047,0.08,285.94,40.4,0,6280.783448,918.1882608,5.5,5,0.17,5,4,42.93,5.24,27.72,10.73,2.1,3.7,4.8,1.9,15.6,21.87,2.27,Los Angeles
7193,Los Angeles,Diamond Bar,11.89,15-20%,0.051,12.18680632,0.018,435.94,15.89,0,2140.132283,1194.235051,0,15,0.2,0,0,36.92,4.51,25.95,9.75,3.9,12.8,16.2,2.9,14.4,25.43,2.64,Los Angeles
3908,Amador,Unincorporated Amador County area,11.89,15-20%,0.053,7.68029745,0.003,393.53,20.17,0.02,9.3146464,156.2067548,0,2,0.5,0,4,23.92,2.92,50.56,12.5,6.6,0.7,20.2,12.6,16.5,39.24,4.07,Other County
5554,Contra Costa,Lafayette,11.88,15-20%,0.035,8.810236396,0.194,110.41,52.9,0.02,604.1060181,1043.75252,9,33,0.2,0,0,36.39,4.44,25.8,8.62,6.2,4.3,14.4,6.3,17.1,25.77,2.67,Other County
2314,Los Angeles,Walnut,11.88,15-20%,0.055,12.01790487,0.07,789.67,10.55,0,1768.003316,772.0802046,0,0,0.125,2,0,35.78,4.37,23.85,9.36,5.5,19.5,13.5,2.6,12,26.2,2.72,Los Angeles
7573,San Bernardino,Oak Glen,11.87,15-20%,0.072,8.808290771,0.009,523.87,16.15,0.84,208.3383331,229.623683,0,0,0.125,1,0.25,27.13,3.31,37.54,15.88,3.3,0,5.8,5.1,9.2,34.55,3.58,Other County
6847,San Diego,San Marcos,11.86,15-20%,0.046,8.421627186,0.11,300.71,24.91,7.2,44.2892329,309.0081335,7,0,0.085,0,0,23.39,2.86,23.34,12.35,9.1,1.2,33.7,3.7,17.2,40.05,4.15,Other County
4840,San Diego,Unincorporated San Diego County area,11.86,15-20%,0.048,7.966745892,0.08,342.91,45.47,51.84,15.49046677,499.3494308,0,5.25,0.13,13,0,33.09,4.04,33.88,11.11,13.4,5.6,9.8,3,11.5,28.31,2.94,Other County
4763,Santa Clara,San Jose,11.85,15-20%,0.041,8.51163952,0.044,390.67,29.81,0,126.1046676,503.2112662,0,5,0.05,0,0,17.26,2.11,41.77,11.01,15.1,8.8,12.4,7.2,16,54.21,5.62,Other County
3000,Santa Clara,San Jose,11.85,15-20%,0.04,8.562287732,0.054,291.53,53.47,0,182.8206635,797.2371306,2.7,26.5,0.16,2,0,28.94,3.53,28.01,7.44,12,3,14.6,4.6,18.1,32.33,3.35,Other County
5670,San Francisco,San Francisco,11.85,15-20%,0.032,8.626131968,0.242,258.79,66.43,0,392.4516602,2072.013556,0,0,0.685,10,1,40.35,4.93,20.9,6.83,11.2,6.8,12,4,8.5,23.19,2.41,Other County
6204,Los Angeles,Torrance,11.85,15-20%,0.041,11.76502063,0.147,321.1,54.63,0,5860.150065,683.9793836,9.25,3.75,0.435,8,2.1,48.35,5.9,19.66,8.41,3.8,2.3,13.1,3.6,11.2,19.35,2.01,Los Angeles
5459,Sonoma,Santa Rosa,11.84,15-20%,0.034,7.246528476,0.087,150.06,30.6,17.66,0.046376867,712.3107737,0,23.5,0.255,4,0,26.08,3.18,47.99,12.09,7,2.1,16.9,3.3,11.9,35.84,3.72,Other County
5217,Contra Costa,San Ramon,11.84,15-20%,0.041,8.611781704,0.251,110.41,22.96,0,359.5590007,1807.368187,0,3,0.3,0,0,27.14,3.31,28.13,8.66,5.8,3.8,12.6,5,8.2,34.44,3.57,Other County
3495,El Dorado,Unincorporated El Dorado County area,11.84,15-20%,0.056,7.316499911,0.078,278.46,35.36,113.14,13.0560999,446.7119057,0,0,0.1,5,3,30.9,3.77,46.23,9.81,5.4,0.8,24.6,6.1,9.2,30.24,3.14,El Dorado
3023,Mendocino,Unincorporated Mendocino County area,11.83,15-20%,0.036,6.464727833,0.007,112.08,56.11,2.58,0,129.5465834,0,23,0,4,11,25.37,3.1,26.04,9.81,18.8,3.3,42.7,7.7,11,36.83,3.82,Other County
2260,Kern,Bakersfield,11.83,15-20%,0.064,14.98799105,0.05,528.97,3.94,0,356.2949982,731.2938855,0,0,0.01,0,0,29.76,3.63,24.18,14.44,7,0,11.2,4.8,2.4,31.38,3.25,Other County
4040,Sacramento,Vineyard,11.82,15-20%,0.047,8.430230857,0.079,405.01,1.84,0,90.44243367,423.6056564,0,3,0,0,1,19.15,2.34,48.08,17.02,11.2,5.3,16.7,0,14.8,48.76,5.06,Other County
2631,Sonoma,Unincorporated Sonoma County area,11.82,15-20%,0.037,8.1738617,0.074,513.57,35.65,158.39,367.5133362,658.9613631,0,22.3,0.2,3,5.65,40.3,4.92,27.99,8.52,7.8,2.2,11.7,3.3,11.3,23.16,2.4,Other County
11136,San Diego,Chula Vista,11.82,15-20%,0.045,11.08212681,0.059,265.27,27.47,0,617.12913,624.0167292,0.25,0,0.525,3,0,27.48,3.36,24.64,9.02,7.6,6.2,21.3,6.2,15.3,33.96,3.52,Other County
3286,Santa Cruz,Seacliff,11.81,15-20%,0.036,6.308308174,0.128,327.76,45.49,0.09,46.9415658,1747.801556,0,10,0.2,2,0,29.17,3.56,25.59,8.27,2.1,2,19.1,4.2,19,31.97,3.32,Other County
1529,Los Angeles,Manhattan Beach,11.81,15-20%,0.043,11.87723876,0.458,236.96,37.97,0,7147.619955,696.5858434,9,0,6.05,6,0,44.94,5.49,12,7.25,0.4,0.9,9.5,3.4,10.5,20.75,2.15,Los Angeles
4268,Los Angeles,Glendora,11.81,15-20%,0.065,11.98142036,0.009,437.95,48.95,0.05,465.6679993,255.0558863,0,3,0,0,0.2,31.59,3.86,40.39,14.53,3.4,4.5,13,4.2,10.1,29.51,3.06,Los Angeles
7277,Alameda,Alameda,11.8,15-20%,0.031,8.833476849,0.226,110.41,24.84,0,427.1593424,511.4600198,0.25,21.3,0.735,14,11,38.99,4.76,39.46,8.54,5.7,4.7,6.8,3.6,7.4,23.91,2.48,Other County
5188,Orange,Aliso Viejo,11.8,15-20%,0.052,9.419448134,0.235,177.38,15.96,0,331.3433329,1196.351222,0,0,0.59,7,0,34.65,4.23,21.7,9.74,2,4.6,17,4.4,21.8,26.89,2.79,Other County
13434,San Bernardino,Rancho Cucamonga,11.79,15-20%,0.069,12.61037289,0.141,674.06,4.61,0,860.0589905,1683.214815,0,0,0.31,0,0.2,42.16,5.15,24.56,14.67,5.4,4.4,6.8,2.9,3.4,22.08,2.29,Other County
6571,Riverside,Menifee,11.78,15-20%,0.062,10.11746774,0.096,237.48,20.76,0,83.82686743,675.6545726,0,0,0.4,1,0,26.08,3.18,31.39,12.21,10.1,3.6,16.3,5.5,9,35.66,3.7,Other County
5783,Tuolumne,Unincorporated Tuolumne County area,11.78,15-20%,0.054,5.022131756,0.001,756.57,48.16,0,4.17933e-4,130.5015977,1,6,0.1,3,7,29.74,3.63,34.98,9.94,4.2,1.1,18.2,3.5,17.8,31.27,3.24,Other County
5704,San Francisco,San Francisco,11.77,15-20%,0.032,8.672886641,0.142,258.79,73.05,0,344.3240051,591.6014935,5,0,0.1,0,0,25.13,3.07,18.68,6.12,15.1,12.1,18.9,3.8,14,36.97,3.83,Other County
6868,Santa Clara,Unincorporated Santa Clara County area,11.75,15-20%,0.042,7.836601991,0.088,398.53,15.53,9.14,80.36163583,1839.160534,22.6,0,3.98,3,0,38.34,4.68,37.34,10.12,5.9,3.9,6.2,2.6,5.8,24.2,2.51,Other County
4416,San Mateo,Redwood City,11.75,15-20%,0.032,8.461494648,0.062,401.64,13.43,0,226.791331,930.4561577,4.2,12.55,0.48,9,3.75,36.19,4.42,14.34,7.45,3.2,6.7,8.9,4.7,12.9,25.64,2.66,Other County
8489,San Mateo,South San Francisco,11.74,15-20%,0.034,8.471868345,0.13,196,36.65,0,169.2790019,1096.733361,9,10,0,0,0,24.82,3.03,31.41,6.87,13.7,12.7,12.2,2.4,13,37.36,3.88,Other County
5254,Fresno,Clovis,11.73,15-20%,0.062,13.45956708,0.138,412.62,12.02,0,831.4723207,463.319367,0,0,0.325,0,0,33.95,4.14,43.29,10.15,7.2,0,19.4,5.7,5.7,27.29,2.83,Other County
6265,Sonoma,Unincorporated Sonoma County area,11.73,15-20%,0.033,6.209969263,0.055,499.34,40.33,99.58,0.003732933,482.6792203,0,8.5,0,9,2,30.38,3.71,36.41,8,11.1,2.7,20.9,3.4,17.7,30.47,3.16,Other County
5167,Kern,Bakersfield,11.72,15-20%,0.064,15.12327678,0.084,528.97,12.12,0,252.2236684,632.4703923,0,0,0.65,0,0,35.05,4.28,28.64,11.58,5.4,5.5,16.7,4.3,7.2,26.41,2.74,Other County
3472,Orange,Dana Point,11.72,15-20%,0.051,9.866789332,0.094,365.92,17.87,0.02,186.7443339,706.6631497,0,0.2,0.16,0,0,25.19,3.08,23.47,10.38,5.4,2.4,13.3,6.5,23.1,36.74,3.81,Other County
3351,Alameda,Oakland,11.72,15-20%,0.029,9.456642118,0.308,110.41,54.03,0,512.6900025,1169.109492,0,18,1.11,2,0,37.15,4.54,45.7,9.39,3,1.7,13.4,2.5,12.4,24.9,2.58,Other County
2480,Santa Clara,Cupertino,11.72,15-20%,0.039,8.16831862,0.152,329.82,40.53,0,506.1286621,803.9582808,12.4,13.25,0.46,2,0,35.23,4.3,10.91,7.09,5.7,8.5,13.9,5.7,14.5,26.26,2.72,Other County
7069,Sonoma,Unincorporated Sonoma County area,11.71,15-20%,0.033,7.2483249,0.023,320.92,36,15.18,3.347453267,457.9092731,0,21,0.1,4,0,23.17,2.83,41.01,9.95,8.2,0,20.2,7.4,15.7,39.9,4.14,Other County
4112,San Diego,La Mesa,11.71,15-20%,0.047,9.839741715,0.053,407.05,23.37,0,161.4799703,474.3575357,0,5,0.21,2,0,24.89,3.04,33.99,8.47,11.7,11.8,31.7,8.9,12.9,37.15,3.85,Other County
1709,Alameda,Livermore,11.7,15-20%,0.045,8.561147538,0.253,466.45,14.91,0,123.2776693,1447.112039,12.7,30.25,7.075,0,1,44.31,5.41,29.54,9.93,4,9.4,4.6,3.7,7,20.86,2.16,Other County
2798,Riverside,Palm Springs,11.7,15-20%,0.062,6.774008389,0.091,330.85,21.15,0,4.919802933,705.2683146,0,0,0.31,0,0,21.62,2.64,26.36,11.23,3.9,1.5,26.8,6.7,18.6,42.73,4.43,Other County
3668,El Dorado,Unincorporated El Dorado County area,11.7,15-20%,0.053,5.49395683,0.002,488.38,33.01,0.06,0.629573,214.1518226,0,5.75,0.125,4,6.65,27.69,3.38,29.85,7.48,6.9,0,26.9,5.3,17.9,33.35,3.46,El Dorado
8904,San Francisco,San Francisco,11.7,15-20%,0.031,8.587947299,0.258,258.79,53.32,0,366.3280029,1045.643092,0,16.5,1.86,0,0,33.47,4.09,24.11,4.92,5.5,3.5,18.7,9.4,16.2,27.59,2.86,Other County
2987,Sonoma,Cotati,11.7,15-20%,0.032,7.572637572,0.241,301.87,29.98,0.96,2.245003333,1238.230468,0,8,0.1,9,3,34.27,4.18,35.57,8.56,11.1,6.4,25.3,3.5,10,26.95,2.8,Other County
3615,Los Angeles,Los Angeles,11.69,15-20%,0.049,11.78930596,0.316,440.64,43.26,0,1564.531677,1747.567905,2.7,3,0.225,0,0,44.06,5.38,15.2,9.45,0.3,4.6,17.3,2.4,19.9,20.96,2.17,Los Angeles
4122,Yuba,Unincorporated Yuba County area,11.69,15-20%,0.057,5.986023691,0,627.98,33.51,0.2,0.0066665,40.8829278,7.5,18,0.01,6,10.6,35.43,4.33,19.08,7.58,13.9,1.8,35.5,3.4,15,26.05,2.7,Other County
5664,Butte,Chico,11.69,15-20%,0.048,9.130752264,0.157,279.88,62.35,1.6,1.264878333,895.3829955,12,0,0.035,1,0,33.87,4.14,56.56,11.03,2.9,1,15.3,3.5,8,27.25,2.83,Other County
4115,Los Angeles,Los Angeles,11.66,15-20%,0.044,11.64915206,0.102,440.64,47.15,0,2451.426676,1097.108488,26,20,0.51,29,0,53.87,6.58,18.05,7.15,0.9,2.5,14,3.4,21.5,17.09,1.77,Los Angeles
5503,Fresno,Fresno,11.66,15-20%,0.061,13.35165949,0.028,733.95,10,0,1146.377299,642.75985,0,0,0.22,0,0,33.98,4.15,46.67,9,3.4,5.3,14.2,3.7,9.9,27.1,2.81,Other County
2998,Los Angeles,Los Angeles,11.66,15-20%,0.049,11.54047452,0.156,440.64,37.73,0,1413.167643,1158.857296,0,3,0.36,0,0.2,39.25,4.79,15.21,8.62,0.7,0.3,12.4,3.2,18.6,23.46,2.43,Los Angeles
5716,San Diego,Unincorporated San Diego County area,11.66,15-20%,0.048,7.750004443,0.044,304.33,8.79,4.98,13.75833317,841.0761359,0,3,0.1,3,2,26.82,3.27,29,11.46,8.5,1.3,16.3,3.3,12.8,34.32,3.56,Other County
5741,San Diego,San Diego,11.66,15-20%,0.043,9.932987684,0.115,312.86,42.68,0,273.7743378,547.854168,0,1.5,0.045,0,0.1,22.64,2.76,46.4,8.57,5.7,12.6,28.7,3.9,14.3,40.65,4.22,Other County
3668,Sacramento,Elk Grove,11.65,15-20%,0.045,8.652621422,0.052,406.54,9.78,0,53.24840037,1166.515405,0,0,0.3,0,0,21.76,2.66,38.31,12.42,3,3.6,12.9,4.5,12,42.26,4.38,Other County
5695,San Mateo,Unincorporated San Mateo County area,11.65,15-20%,0.034,8.285247625,0.065,435.29,41.32,0,171.699,865.7881036,0,2.8,0.125,0,0,21.21,2.59,55.72,11.65,6.8,6.3,7.6,1.8,11.1,43.34,4.5,Other County
2405,Shasta,Shasta Lake,11.63,15-20%,0.048,8.459651836,0.16,176.32,31.16,0.18,2.21336,485.1724978,0,0,0.275,0,0,21.13,2.58,64.43,21.7,9.2,0,31,3.8,13.9,43.46,4.51,Other County
4106,Yolo,Davis,11.62,15-20%,0.045,8.800896885,0.166,425.18,14.49,0,132.4093348,787.4709434,0,0,0.485,0,0,25.97,3.17,25.33,9.91,1.7,3.2,49.9,7.7,27.3,35.34,3.67,Other County
7614,Sacramento,Folsom,11.62,15-20%,0.055,7.979037551,0.227,169.57,0.74,0,28.69633357,1158.245185,3,21,2.135,0,0,32.82,4.01,27.25,12.5,1.4,4.4,11.1,5.4,11.7,27.96,2.9,Other County
3841,Sonoma,Rohnert Park,11.62,15-20%,0.032,7.682126,0.046,373.85,29.95,0.01,0.060116633,597.9087933,0,8.1,0.16,4,0,19.07,2.33,49.16,15.11,3.8,2.1,25.1,3.4,18.7,48.08,4.99,Other County
4174,San Diego,San Diego,11.61,15-20%,0.045,9.510982087,0.117,312.86,54.04,0,177.7661285,716.4503672,11,2,0.575,8,0.25,40.17,4.91,35.27,9.06,3.6,3.1,14.7,2.8,15,22.82,2.37,Other County
5598,Marin,Santa Venetia,11.6,15-20%,0.034,8.462434802,0.043,197.96,52.69,0,241.149999,3074.273855,0,1.35,0.225,12,2.5,33.53,4.09,25.4,9.27,3.7,2.4,11.1,6.1,12.9,27.3,2.83,Other County
5630,Alameda,Dublin,11.58,15-20%,0.043,8.423428416,0.64,372.67,4.03,0,229.8133342,2068.00595,0,0,0.3,2,0,30.77,3.76,32.04,9.14,4,11.4,10.2,1.2,12.4,29.71,3.08,Other County
3492,Orange,Laguna Beach,11.58,15-20%,0.051,9.183668389,0.038,362.54,39.38,0,218.5993296,1389.927813,0,0,0.225,9,0,32.98,4.03,18.03,5.84,1.7,0.7,13.9,7.3,14.1,27.71,2.87,Other County
5123,Shasta,Unincorporated Shasta County area,11.57,15-20%,0.05,5.405672826,0.002,557.96,21.77,0.09,0.318815333,94.17413039,0,13,0.1,8,7,29.51,3.6,23.94,8.93,6.8,0.1,33.8,6,12.1,30.94,3.21,Other County
3451,San Bernardino,Big Bear City,11.56,15-20%,0.07,5.926728293,0.014,204.31,39.98,0,3.344873267,142.9685056,0,0,0.025,4,0,16.55,2.02,66.31,20.19,11.6,2.1,49.8,3.2,19.2,55.16,5.72,Other County
