total_population,california_county,approximate_location,ces_4_0_score,ces_4_0_percentile_range,ozone,pm2_5,diesel_pm,drinking_water,lead,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score,twocounty
4416,Sacramento,Citrus Heights,25.3,45-50%,0.051,8.477914249,0.15,703.92,41.24,0,47.74086633,1124.749907,0,2,0.325,0,0,32.58,3.98,65.17,19.02,10.1,5.5,32.2,4.2,24,61.32,6.36,Other County
4678,Shasta,Anderson,25.3,45-50%,0.047,12.40664098,0.164,174.87,62.53,2.29,1.159759667,722.1882916,0,19,0.23,2,0,38.73,4.73,49.48,18.94,13.7,1.6,51.6,5.9,16.5,51.57,5.35,Other County
5977,Orange,Garden Grove,25.29,45-50%,0.045,11.81176851,0.125,481.19,62.51,0,4392.976685,790.7255882,0,1.5,0.03,0,0,35.91,4.38,36.57,11.31,28.9,22.9,43.8,7.6,29.5,55.61,5.77,Other County
3939,Los Angeles,Lomita,25.29,45-50%,0.04,11.84918524,0.275,417.41,54.95,0,8771.43685,1016.560832,0.4,2,0.37,0,0.7,42.53,5.19,54.89,14.54,16.1,11,18.7,1.6,14.7,46.95,4.87,Los Angeles
7038,Sacramento,Citrus Heights,25.29,45-50%,0.052,8.453445263,0.116,145.07,52.8,0,41.59516653,1093.977219,0,2.5,0.31,0,0,27.07,3.31,65.41,16.83,16.5,8.9,54.3,9.8,24.7,73.75,7.65,Other County
6308,San Diego,San Diego,25.27,45-50%,0.044,9.326438227,0.325,312.86,29.46,0,210.2743072,1695.716786,7.9,17.75,2.56,8,0.2,46.94,5.73,44.76,8.81,1.5,1.5,19.7,7.5,22.1,42.51,4.41,Other County
8606,Yolo,Unincorporated Yolo County area,25.27,45-50%,0.045,8.72523454,0.099,369.15,28.13,225.4,107.3400675,982.8379031,4.2,40.75,0.5,1,3.5,45.9,5.6,25.33,9.91,0,12.9,75,10.5,40.2,43.47,4.51,Other County
6120,Los Angeles,San Dimas,25.25,45-50%,0.06,12.35028538,0.447,526.53,57.17,0.09,724.2109985,1625.412242,1,3,1.245,8,1.95,62.08,7.58,40.67,12.36,6.9,1.1,25.7,1.3,19.5,32.12,3.33,Los Angeles
5218,San Diego,San Diego,25.25,45-50%,0.043,13.44281125,0.328,312.86,43.82,0,1157.062541,650.4998081,0,10,0.1,0,0,35.61,4.35,37.38,9.46,25.3,10.2,41.4,13,19.8,55.99,5.81,Other County
7114,Los Angeles,Glendale,25.24,45-50%,0.056,11.71897407,0.189,685.63,49.86,0,1166.480662,1181.754103,0,0,0.345,3,0.3,45.46,5.55,20.6,13.56,3.8,18.3,25.8,6.3,31.1,43.84,4.55,Los Angeles
3719,Los Angeles,Los Angeles,25.24,45-50%,0.064,10.78997184,0.058,726.64,43.51,0.27,112.0515671,1930.192207,16,0,0.37,0,0.6,46.8,5.71,54.03,17.22,7.3,2.6,24.3,4.5,13.3,42.57,4.42,Los Angeles
3487,Los Angeles,Los Angeles,25.23,45-50%,0.053,11.70185673,0.079,488.79,79.23,0,1356.29598,282.9640013,4.5,0,0.02,0,0.2,36.18,4.42,47.69,12.3,20.3,8.9,34.6,2.7,16.4,55.06,5.71,Los Angeles
6814,Riverside,San Jacinto,25.23,45-50%,0.065,8.723944469,0.087,284.84,34.15,1.61,60.5649681,367.3326685,4.5,0,0.605,0,1,33.7,4.11,53.6,17.73,19.3,2.3,38.7,6.8,18.9,59.11,6.13,Other County
4484,Los Angeles,Lakewood,25.23,45-50%,0.042,11.66104793,0.158,461.83,58.98,0,6506.659994,1060.073607,10.7,52.3,0.545,0,0.2,50.76,6.2,103.58,11.46,3.8,1.6,18.6,6.4,14.9,39.25,4.07,Los Angeles
7137,San Mateo,Redwood City,25.23,45-50%,0.034,8.036974325,0.221,401.64,80.7,0,105.6550344,729.142636,28.65,58.55,0.375,0,0.2,40.43,4.94,34.94,7.01,23.2,24.8,43.6,2.3,30,49.26,5.11,Other County
3259,Los Angeles,Long Beach,25.22,45-50%,0.041,11.48846564,0.164,339.04,22.58,0,7999.743244,1806.407581,17.6,16.5,1.075,18,10,58.57,7.15,17.66,8.53,2.6,2.4,13.7,4.9,16.9,34,3.53,Los Angeles
7591,Santa Barbara,Lompoc,25.22,45-50%,0.031,7.571941009,0.099,291.22,29.58,3458.66,1.052821333,545.2574876,7,13,0.75,8,1,37.84,4.62,49.65,15.92,11,2.5,23.9,9.7,19.2,52.62,5.46,Other County
6891,San Diego,Fallbrook,25.22,45-50%,0.048,8.573436145,0.069,267.68,43.5,6.99,13.6525669,618.7784416,4,15.75,0.3,0,11,37.94,4.63,27.91,13.08,23.4,9.9,36,4.7,22.8,52.47,5.44,Other County
11403,Kern,Bakersfield,25.21,45-50%,0.066,14.72731798,0.084,772.78,21.6,0.83,5.3686266,241.2114154,2,13.7,0.125,0,2.2,42.26,5.16,67.06,15.85,12.2,1,29.9,6.1,11.1,47.1,4.89,Other County
5494,Los Angeles,Diamond Bar,25.21,45-50%,0.052,12.24062072,0.131,435.94,27.57,0,1962.78005,2956.749082,0,15,0.4,0,1,47.75,5.83,27.84,10.36,3.2,21.6,15.2,9.3,13.9,41.69,4.32,Los Angeles
4480,Los Angeles,Temple City,25.21,45-50%,0.058,11.85364089,0.079,507.2,63.69,0,1810.600342,443.7952345,1.2,9.85,0.275,8,0,45.93,5.61,25.25,7.74,15,22.3,39.8,3.2,18.6,43.34,4.5,Los Angeles
6215,Orange,Santa Ana,25.21,45-50%,0.046,11.73967162,0.118,459.08,36.12,0,3751.436727,1000.445497,0,1.5,0.13,0,0,34.58,4.22,32.1,9.58,25.9,24.4,31.3,5.6,24.9,57.56,5.97,Other County
9191,San Diego,San Diego,25.19,45-50%,0.044,9.723816398,0.456,312.86,27.21,0,232,1782.897751,7,45.5,2.75,8,0,48.5,5.92,30.55,6.22,0.8,8.1,24.6,7.5,23.6,41,4.25,Other County
7077,Santa Barbara,Santa Maria,25.18,45-50%,0.034,7.778135479,0.143,246.37,58.51,177.98,21.73346613,610.1560984,0.7,10.2,0.43,10,0,35.92,4.39,55.35,8.47,57.9,21.3,44.6,5.5,15,55.36,5.74,Other County
2650,Los Angeles,Monterey Park,25.18,45-50%,0.051,12.01896111,0.425,761.24,28.63,0,1965.406942,1495.647118,0,21.5,1.15,0,10.25,57.86,7.06,31.7,8.15,11.7,27.9,12,7,14.8,34.36,3.56,Los Angeles
3550,Santa Barbara,Santa Barbara,25.18,45-50%,0.041,8.022259467,0.2,266.41,67.29,0,14.73580173,576.3664851,17.4,181.9,0.575,6,10.5,45.72,5.58,48.54,9.17,25.4,16,26.5,3.4,20.5,43.48,4.51,Other County
4027,Alameda,Berkeley,25.18,45-50%,0.029,9.303578087,0.199,110.41,70.49,0,667.2433268,1005.646116,8.9,28.5,0.33,10,0,43.55,5.32,55.68,8.76,12.2,4.1,36.9,5.5,24.7,45.64,4.73,Other County
2982,Alameda,Union City,25.16,45-50%,0.036,8.689043668,0.418,204.79,16.6,0,515.8926697,2113.371654,9,36.5,1.46,1,0,40.23,4.91,60.21,16.27,7.8,5.3,10,6,11.6,49.38,5.12,Other County
4531,Alameda,Hayward,25.16,45-50%,0.036,8.629303968,0.09,186.66,77.47,0,716.2793376,717.9848357,0,9.5,0.21,0,0,27.55,3.36,104.45,20.87,28.6,14.9,34.6,4.6,17.6,72.11,7.48,Other County
4898,Los Angeles,Walnut,25.16,45-50%,0.053,12.22400423,0.1,435.94,8.44,0.38,1783.975627,1015.613415,18,16,0.695,5,1.5,55.89,6.82,26.46,10.71,5.9,16.2,14.2,5.1,13.3,35.54,3.69,Los Angeles
7812,San Diego,San Diego,25.15,45-50%,0.045,9.312470061,0.323,312.86,48.15,0,173.035731,1110.350122,17.5,10,0.71,14,1.5,50.63,6.18,32.1,7.73,10.7,7.2,23.2,3.4,19.4,39.23,4.07,Other County
11455,Kern,Unincorporated Kern County area,25.14,45-50%,0.064,13.13942184,0.082,933.56,10.87,5690.45,220.4883321,459.1635682,1,120,0.87,0,2,55.88,6.82,42.44,14.78,9.1,4.2,19.2,3.6,7.2,35.53,3.69,Other County
7179,Ventura,Oxnard,25.14,45-50%,0.041,8.870558084,0.056,131.56,77.71,0,1155.549967,878.9986998,0,6.75,0.105,4,0,30.57,3.73,47.15,15.19,47.1,20.4,50.1,7.8,20.8,64.93,6.74,Other County
2827,Los Angeles,Pasadena,25.14,45-50%,0.059,11.34519887,0.339,634.13,49.29,5.88,1045.212677,1897.69052,1,0,0.33,0,0,50.25,6.14,26.37,8.66,8.2,4.3,17.8,2.9,23.6,39.49,4.1,Los Angeles
3474,San Joaquin,Manteca,25.14,45-50%,0.049,11.08749471,0.08,956.48,35.53,0,503.363678,532.5602882,0,2.25,0.12,0,2,35.11,4.29,83.27,20.68,18.6,5.5,26.1,4,24.9,56.53,5.86,Other County
3359,Los Angeles,Los Angeles,25.13,45-50%,0.046,11.67264265,0.234,440.64,50.77,0,1983.794332,879.7590638,5.45,7.5,0.635,0,0,44.99,5.49,35.21,12.29,22.2,6,33.6,5.5,23.5,44.11,4.58,Los Angeles
2325,Shasta,Redding,25.13,45-50%,0.045,8.046147354,0.25,294,70.31,0,1.4436967,890.1340262,14.5,25,0.305,1,0.5,39.36,4.81,61.53,15.64,6.6,0.5,46.9,6.8,27.9,50.4,5.23,Other County
5363,Riverside,Jurupa Valley,25.13,45-50%,0.064,13.36418649,0.168,692.37,26,0,1367.218994,367.2711217,0,0,0,3,0.1,37.69,4.6,42.63,17.92,21,1.8,28.5,5.5,17.1,52.63,5.46,Other County
2814,Riverside,Riverside,25.12,45-50%,0.064,13.00918873,0.031,693.83,47.05,0,1123.726359,632.6890487,0.2,0,0,0,0,35.02,4.28,54.48,18.44,23.5,1.6,26.6,8.7,10.5,56.64,5.88,Other County
3242,Alameda,Oakland,25.12,45-50%,0.033,8.509155179,0.064,110.41,51.73,0,426.0339966,1791.808392,0.9,28.5,0.17,7,4,37.49,4.58,155.27,15.01,3.3,0,9.1,7.5,8.8,52.91,5.49,Other County
5414,Monterey,Marina,25.12,45-50%,0.034,5.760466666,0.081,426.29,43.63,23.36,2.0177077,884.5218851,19,10.5,0.25,0,1,35.44,4.33,66.12,11.73,15.3,10.8,38,5,19.3,55.95,5.8,Other County
4386,Contra Costa,Antioch,25.11,45-50%,0.044,8.665959234,0.122,241.06,46.84,0,465.0526632,572.1084816,1.2,8.25,0.035,0,1,27.08,3.31,171.45,23.43,11.5,8.1,25.7,9.5,12,73.23,7.6,Other County
3324,San Mateo,San Mateo,25.11,45-50%,0.034,8.690587001,0.24,296.56,81.03,0,226.330663,3644.663199,0,6.9,0.25,11,0.75,42.64,5.21,49.47,9.29,17.3,5.4,25.4,1.7,16.1,46.5,4.82,Other County
5993,San Joaquin,Unincorporated San Joaquin County area,25.1,45-50%,0.05,10.61766697,0.13,890.95,24.86,9185.52,257.6349996,1062.748539,0,14.5,0.11,6,1,50.96,6.22,37.49,11.85,9.2,3.4,23.7,3.3,13.4,38.89,4.03,Other County
3100,Los Angeles,Long Beach,25.1,45-50%,0.041,11.6427648,0.306,339.04,69.82,0.52,11891.26318,1721.795751,9.4,6,0.4,0,0,51.96,6.34,23.8,12.66,8,2.2,16.6,4.8,11.1,38.14,3.96,Los Angeles
14869,Riverside,Lake Elsinore,25.09,45-50%,0.061,10.42629741,0.055,603.47,21.78,0,94.49000297,1757.639081,0.5,7,0.76,5,5,45.65,5.57,34.99,18.95,12.8,1.5,26.7,3.9,13.5,43.38,4.5,Other County
5943,Sacramento,Elk Grove,25.08,45-50%,0.046,8.617929996,0.062,413.79,26,0,70.96973167,787.961736,0,3.5,0.3,0,7,29.2,3.57,36.55,14.87,13.3,10.9,37.9,16.7,22.6,67.8,7.03,Other County
3936,San Diego,El Cajon,25.07,45-50%,0.051,9.838173214,0.194,408.31,58.16,0,182.9828034,792.9357241,0,10,0.26,6,0,39.96,4.88,28.09,8.57,18.4,10.2,42.3,5.5,26.8,49.54,5.14,Other County
5087,Los Angeles,Monterey Park,25.07,45-50%,0.053,11.99862755,0.082,748.23,50.43,0,1948.044617,370.4449801,0,3,0.135,0,2.2,40.59,4.96,22.16,6.17,25.3,40.3,42.2,3,33.4,48.77,5.06,Los Angeles
5059,Los Angeles,Los Angeles,25.06,45-50%,0.045,11.65999433,0.327,644.72,27.72,0,2183.243632,1480.827196,14.75,40.25,0.35,27,2.25,61.06,7.45,22.93,8.21,4.5,5.7,21.9,2.4,24.3,32.41,3.36,Los Angeles
8735,Los Angeles,Los Angeles,25.06,45-50%,0.066,11.62562194,0.085,726.64,52.04,0,536.6833394,793.6567667,0,0,0.335,2,0,40.64,4.96,43.33,10.21,18.9,12.5,35.2,2.4,20,48.68,5.05,Los Angeles
3021,Los Angeles,Los Angeles,25.05,45-50%,0.064,11.09057903,0.07,726.64,20.15,0.13,121.2830684,2645.748348,10.75,0,0.435,0,0.5,44.61,5.45,36.52,12.53,4.5,2.2,11.2,5.8,13.4,44.34,4.6,Los Angeles
3237,Alameda,Berkeley,25.02,45-50%,0.029,9.084806909,0.186,110.41,58.18,0,798.2540183,764.1546687,3.35,63.25,0.585,12,0,41.88,5.11,85.49,14.18,4.7,2.1,21.6,0,17.5,47.18,4.89,Other County
3865,San Diego,Escondido,25.02,45-50%,0.048,8.222040205,0.224,342.91,57.13,0,19.66083333,919.7172453,0,0,0.225,12,5,38.38,4.69,22.91,7.76,45.5,31.4,61.9,2.4,36.7,51.47,5.34,Other County
4437,Solano,Suisun City,25.02,45-50%,0.041,8.494951593,0.282,299.69,40.91,0,571.7393189,714.0402899,0,4.2,0.25,5,0,31.03,3.79,108.04,18.73,11.7,4.2,35.9,9.9,13.5,63.65,6.6,Other County
3668,Placer,Roseville,25.01,45-50%,0.052,8.273925442,0.505,75.83,66.26,0,33.48823293,1985.822281,3.9,29.6,0.275,1,9,46.59,5.69,39.35,16.93,10.6,1.7,32.7,3.2,24,42.38,4.4,Other County
4476,Sacramento,Sacramento,25.01,45-50%,0.047,9.008141981,0.219,470.77,40.71,0.16,288.4663442,1528.169893,0,4.8,0.235,5,4.75,45.84,5.6,85.46,16.09,4.9,2.7,24.5,4.7,11.9,43.07,4.47,Other County
4387,Los Angeles,West Hollywood,25,45-50%,0.05,11.70551642,0.438,765.25,29.4,0,1455.64799,1394.353392,2,12,0.1,0,0,45.77,5.59,22.83,10.1,1.1,5.5,21.8,6.2,29.2,43.13,4.47,Los Angeles
3613,Santa Barbara,Santa Maria,24.99,45-50%,0.034,7.822329665,0.233,246.37,49.79,0,35.72415987,1187.714071,7,2,0.32,17,0.5,35.44,4.33,82.18,12.69,40.6,13.6,45.6,4,15.4,55.66,5.77,Other County
3391,Riverside,Corona,24.99,45-50%,0.058,12.46036304,0.372,669.9,42.49,0,1158.370992,396.1865439,0,0,0.045,1,0,38.4,4.69,39.28,19.06,13.8,6.4,36.4,3.3,24.6,51.37,5.33,Other County
5725,Orange,Costa Mesa,24.97,45-50%,0.048,11.32805061,0.48,182.18,35.8,0,3150.313314,4204.755828,14.4,16.8,0.405,0,8,54.27,6.63,32.3,9.58,9.8,3.4,23.5,2.8,9.1,36.33,3.77,Other County
4004,Sacramento,Rosemont,24.97,45-50%,0.047,8.823671446,0.092,469.9,36.76,2.51,131.1680018,595.4002315,1,0,0.16,4,1,34.32,4.19,69.15,13.92,7.6,6,36.2,4.4,22,57.43,5.96,Other County
4059,Sacramento,Rancho Cordova,24.97,45-50%,0.05,8.859850573,0.098,703.85,48.07,0,54.09480033,305.9546948,12,1.75,0.01,5,0,32.82,4.01,69.64,18.23,10.2,12.4,35.3,7.8,10.8,60.06,6.23,Other County
4110,Los Angeles,Santa Monica,24.97,45-50%,0.047,11.69101747,0.195,417.8,54.17,0,1658.710632,800.6966528,19.8,14.7,0.5,5,2.6,54.64,6.67,33.5,11.93,8.5,6.1,17.4,4.6,21.4,36.08,3.74,Los Angeles
5935,Orange,Garden Grove,24.95,45-50%,0.045,11.87458169,0.2,481.19,62.06,0,3944.599976,861.961876,0,0,0.135,0,0,38.35,4.68,26.48,8.97,23.9,36.6,47.2,4.4,31.3,51.37,5.33,Other County
38754,San Diego,Unincorporated San Diego County area,24.94,45-50%,0.047,8.587396157,0.035,494.46,47.43,3.5,37.1750005,3309.769102,28.35,167,8.31,17,10.5,61.55,7.51,8.92,6.2,1.3,1.6,43.6,8,46.2,32,3.32,Other County
7589,Orange,Irvine,24.93,45-50%,0.051,10.85892228,0.686,411.38,19.36,1.81,1256.019328,2042.928399,6,2,0.475,9,8,59.19,7.23,30,10.2,0.2,14.8,24.5,4.5,17.6,33.26,3.45,Other County
5933,Monterey,King City,24.93,45-50%,0.041,5.870305079,0.063,275.53,80.06,249.89,0,54.77335823,1.75,30,0.1,7,0,32.42,3.96,37.55,17.79,66.1,36.9,60.5,0,23.5,60.7,6.3,Other County
5685,San Mateo,Daly City,24.92,45-50%,0.034,8.534163208,0.3,309.36,43.78,0,169.2529958,1200.0668680000001,0,10.6,0.535,0,1.9,34.23,4.18,50.94,12.67,11.4,14.6,29.7,5.3,28.6,57.47,5.96,Other County
4002,Orange,Fullerton,24.91,45-50%,0.049,12.00647366,0.236,819.48,49.24,0,3580.050008,1453.925646,9.9,8.75,0.65,6,0,58.69,7.17,32.63,10.1,10.6,10.8,23.8,2.8,16.7,33.52,3.48,Other County
4328,Riverside,Unincorporated Riverside County area,24.91,45-50%,0.064,8.267058818,0.126,387.3,38.58,114.17,25.9500796,481.3708108,0,0,0.01,0,2.2,32.06,3.91,69.41,22.28,18.3,0.5,44.1,10.8,11.9,61.34,6.36,Other County
4905,San Diego,Fallbrook,24.89,45-50%,0.049,8.2789120960000009,0.056,267.68,51.24,6.7,9.99097,360.2718564,24,15.5,0,12,6,41.45,5.06,24.32,11.73,20.5,6.1,41.8,2.2,19.9,47.42,4.92,Other County
4821,Los Angeles,Santa Clarita,24.89,45-50%,0.065,9.888472175,0.21,592.4,42.65,0,224.8854294,3623.695056,3,0,0.285,0,0.1,42.84,5.23,45.2,12.43,11.2,3.7,23.6,4.4,13.7,45.87,4.76,Los Angeles
4248,San Joaquin,Stockton,24.88,45-50%,0.045,10.23248894,0.113,616.16,29.55,965.88,109.6467362,2976.619831,0,3,0.03,15,0,44.42,5.42,38.9,11.66,6.8,4.6,24.6,7.8,16.2,44.23,4.59,Other County
3578,Glenn,Unincorporated Glenn County area,24.88,45-50%,0.045,7.486730213,0.058,344.01,60.54,1846.16,2.04918,124.238402,0,25,0,7,3,36.62,4.47,32.55,12.99,38.8,18,44.2,5.8,13.2,53.64,5.56,Other County
3987,Los Angeles,Santa Monica,24.88,45-50%,0.048,11.69434868,0.163,417.8,44.02,0,1513.951009,917.6229894,2.4,25.85,0.925,0,1.4,47.79,5.83,46.4,9.76,7.8,8,20.7,3.1,13.3,41.1,4.26,Los Angeles
4063,Ventura,San Buenaventura (Ventura),24.86,45-50%,0.043,8.993737247,0.236,558.7,52.74,318.93,151.1636658,1562.230704,4,10,1,4,0.5,53.12,6.49,40.5,8.93,13.2,3.4,21.6,6.1,20.8,36.95,3.83,Other County
3582,Fresno,Clovis,24.86,45-50%,0.062,13.53941658,0.277,412.62,44.17,0,879.5736694,570.1440104,0,0,0.255,0,0,39.36,4.81,62.75,10.5,17.8,5.8,43,5.1,17,49.87,5.17,Other County
4495,Los Angeles,Calabasas,24.86,45-50%,0.055,10.56399928,0.168,607.83,25.96,0.04,541.2509918,3372.852743,0,36,0.325,15,1.75,54.91,6.7,23.62,9,2.8,4.2,6.5,5,23.2,35.74,3.71,Los Angeles
3157,Los Angeles,Long Beach,24.86,45-50%,0.04,11.60712094,0.1,339.04,64.94,0,9767.450034,823.284659,4.5,8.25,0.32,4,0,42.94,5.24,53.57,10.55,16.2,5.3,31.7,6,20.8,45.7,4.74,Los Angeles
6798,San Diego,Fallbrook,24.85,45-50%,0.048,8.458340124,0.078,267.68,42.15,34.56,16.35436693,632.6124983,3,27.7,0.3,0,10.2,39.48,4.82,24.91,11.95,27.7,11.9,41.8,2.7,17.7,49.7,5.16,Other County
6537,Riverside,Winchester,24.84,45-50%,0.064,9.610983796,0.04,237.48,50.17,113.28,84.4548683,650.3954174,0,2,0.025,0,3,34.21,4.18,48.53,15.56,25.8,2.4,55.6,10.8,18.2,57.32,5.95,Other County
5198,Riverside,San Jacinto,24.83,45-50%,0.065,9.308091099,0.07,98.9,63.32,0,57.79759853,410.4767652,9,0,0.06,0,0,26.7,3.26,77.79,26.68,42.2,9.8,72.1,11.9,14.8,73.44,7.62,Other County
3731,Los Angeles,Temple City,24.83,45-50%,0.058,11.71494516,0.154,560.22,65.89,0.77,1546.616333,753.4531734,13,29.75,0.2,0,0,53.35,6.51,24.78,9.15,13.2,21.4,24.8,6.8,6.9,36.75,3.81,Los Angeles
3269,Alameda,Oakland,24.82,45-50%,0.029,9.409199301,0.283,110.41,60.29,0,470.4736735,1720.806205,0,6.25,0.16,11,0,37.06,4.53,48.27,6.47,14.9,6.6,29.8,7,17.2,52.88,5.49,Other County
3773,Butte,Unincorporated Butte County area,24.81,45-50%,0.054,8.657916289,0.07,283.88,63.43,1496.97,4.0099027,186.1833009,0,0,0.175,2,1.25,32.62,3.98,65.5,26.3,16.6,14,29.6,9,14.2,60.05,6.23,Other County
3882,Los Angeles,West Covina,24.81,45-50%,0.053,12.15935651,0.059,756.45,25.02,0,2090.921041,1122.117236,1.1,1,0.05,0,0,37.64,4.6,43.29,11.53,6.1,16.9,23.8,5,21.2,52.04,5.4,Los Angeles
5185,Alameda,Newark,24.81,45-50%,0.036,8.621921288,0.07,204.79,54.67,0,156.8330002,323.4898213,19.2,104,4.985,0,2,36.15,4.41,66.86,15.12,7.8,8.4,20.4,2.6,15.3,54.19,5.62,Other County
4583,Los Angeles,Los Angeles,24.81,45-50%,0.058,11.73555866,0.394,726.64,45.22,0,1085.995992,3723.907002,0,11,0.225,4,0,52.26,6.38,31.31,16.65,3.2,1.8,20.8,5.3,20.1,37.47,3.89,Los Angeles
7408,Contra Costa,El Sobrante,24.8,45-50%,0.032,8.935482051,0.27,110.41,52.69,0,899.3446655,2030.67077,4.5,10,0.505,2,0,39.18,4.78,57.73,12.59,9,3.6,26.7,5.7,7.9,49.97,5.18,Other County
4764,Butte,Chico,24.79,45-50%,0.047,9.233364863,0.332,321.46,55.2,19.71,1.2776283,882.7143556,4.25,7.5,0.36,1,0.5,42.84,5.23,38.1,8.88,8.3,2.3,52.6,7.9,21.8,45.69,4.74,Other County
3187,Los Angeles,Los Angeles,24.78,45-50%,0.048,12.12928682,0.65,787.94,49.86,0,1808.51235,1176.931266,8.8,0,0.45,0,0.25,52.25,6.38,23.34,7.19,19.6,29.4,43,2.1,23.3,37.45,3.88,Los Angeles
3851,Los Angeles,La Mirada,24.77,45-50%,0.048,11.96890619,0.153,487.55,68.7,0,3304.80013,1082.200266,12,0,0.135,6,1,51.44,6.28,33.05,13.7,10.3,3.2,17.6,5.9,9.6,38.02,3.94,Los Angeles
4655,Los Angeles,South Whittier,24.76,45-50%,0.049,11.9269475,0.046,598.15,73.88,0,3046.238037,807.1845996,18,0,0.065,0,0,41.72,5.09,54.86,20.75,8.9,0,20.1,4,15.4,46.85,4.86,Los Angeles
3304,Los Angeles,Los Angeles,24.75,45-50%,0.05,12.0137843,0.084,787.94,64.21,0,1453.88033,847.3236828,0,0,0.625,6,0.5,48.41,5.91,40.2,19.07,5.9,4.5,15.9,6.6,14.8,40.37,4.19,Los Angeles
6255,Kern,Ridgecrest,24.75,45-50%,0.057,8.100368858,0.095,439.4,25.01,0,0.2259282,356.4434243,5.4,62.05,9.3,0,7,38.72,4.73,70.82,25.26,13.4,2.7,34,3.3,6.9,50.47,5.24,Other County
2865,Los Angeles,Los Angeles,24.75,45-50%,0.047,11.72153182,0.096,787.94,58.07,0,1826.111613,1252.307553,0,5.25,0.12,0,0,41.38,5.05,24.87,8.57,13.8,4.3,38.5,3,30.4,47.22,4.9,Los Angeles
4129,Los Angeles,Whittier,24.74,45-50%,0.049,11.93821092,0.253,598.15,60.62,0,2860.86969,1161.582024,27,1.5,0.45,0,0,51.89,6.34,46.15,20.04,7.9,4.5,13.1,3.5,12.8,37.65,3.91,Los Angeles
5928,San Diego,Vista,24.72,45-50%,0.045,8.884919688,0.148,305.29,74.47,4.79,30.43180023,817.8550768,1,1.5,0.01,4,0,33.96,4.15,27.38,9.09,52.7,16.8,66.2,3.7,26.2,57.47,5.96,Other County
4414,Kern,California City,24.72,45-50%,0.062,6.555168353,0.001,599.62,38.24,0,349.9660009,122.0950361,0,0,0,0,3,24.57,3,92.66,15.46,23.2,4.5,52.3,21.7,23.1,79.44,8.24,Other County
2907,Butte,Thermalito,24.71,45-50%,0.054,8.313189045,0.023,321.17,53.31,71.77,2.712543067,542.4986585,0,0,0,6,0,27.99,3.42,60.11,24.32,14.8,4.4,49.6,11,14.3,69.7,7.23,Other County
4793,Orange,Garden Grove,24.69,45-50%,0.045,11.78317794,0.125,550.42,71.91,0,4421.210001,619.4453712,0,0,0.055,0,0,35.75,4.36,37.07,11.37,25,10.1,30.8,7.2,11.8,54.53,5.66,Other County
5539,Los Angeles,Los Angeles,24.68,45-50%,0.058,11.59357465,0.219,726.64,45.87,0,1079.192668,3238.326909,0,1.75,0.225,6,0,48.77,5.95,22.95,10.52,6.2,2.7,19.9,5.8,18.5,39.96,4.14,Los Angeles
5411,Orange,Anaheim,24.68,45-50%,0.046,11.99116731,0.084,471.41,60.14,1.24,4090.256755,872.3652367,0,2,0.52,0,0,44.01,5.37,46.49,12.73,14.9,10.9,20.9,7.6,13.3,44.28,4.59,Other County
5815,San Diego,Escondido,24.67,45-50%,0.047,8.379868434,0.418,436.25,35.16,0,24.14013353,818.3461453,3.5,13.25,0.34,0,1.45,36.91,4.51,29.93,12.86,12.5,8.2,52.1,3.1,29.8,52.76,5.47,Other County
6545,Shasta,Redding,24.66,45-50%,0.045,8.320217719,0.248,293.66,40.87,6.71,1.3790267,1138.366076,0,6,0.28,1,0,32.95,4.02,72.6,19.85,11.9,2.4,52.5,5.8,25.5,59.09,6.13,Other County
4872,Riverside,Moreno Valley,24.66,45-50%,0.07,11.16500823,0.071,237.48,8.82,23.56,485.0103353,441.8124672,0.25,0,0.4,0,0,31.86,3.89,52.94,18.36,18.6,2.8,27.8,9.2,5,61.09,6.34,Other County
15912,Riverside,Murrieta,24.66,45-50%,0.057,9.004669409,0.442,335.77,20.14,0,21.4230334,2296.677682,0,0,0.5,7,1,40.38,4.93,34.25,19.41,9.6,1.7,19.1,7.7,15.6,48.2,5,Other County
10131,Solano,Fairfield,24.64,45-50%,0.043,8.176646036,0.057,338.43,1.9,40.19,666.5063273,590.8135131,33,21.25,6.635,0,0,38.28,4.67,134.79,17.93,7.3,1.1,12.7,4.3,5.5,50.82,5.27,Other County
7033,San Luis Obispo,Oceano,24.64,45-50%,0.038,8.450623037,0.158,498.54,40.6,5139.98,26.918266,348.7660391,0,0,0.26,6,0,32.8,4.01,62.48,11.9,19.4,4.8,29.6,6.1,19.4,59.3,6.15,Other County
2445,Los Angeles,Los Angeles,24.63,45-50%,0.047,11.78318303,0.261,440.64,58.15,0,1747.820048,5096.867427,0,9.75,0.735,0,2,52.12,6.36,30.51,12.26,6.4,5.7,17.2,8.9,16.8,37.31,3.87,Los Angeles
6158,Sacramento,Sacramento,24.63,45-50%,0.048,8.619634069,0.157,373.59,22.04,74.1,142.4033305,741.5661006,0,0,0.12,6,0,32.55,3.97,68.02,18.77,5.2,4.4,26.1,1.9,22.7,59.73,6.2,Other County
