State,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,MapDate
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-08-31
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-08-31
CA,67.10,31.35,"540,301.04",67.10,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-08-31
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-09-07
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-09-07
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-09-07
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-09-07
CA,67.10,31.35,"540,301.04",67.10,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-09-07
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-09-14
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-09-14
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-09-14
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-09-14
CA,67.10,31.35,"540,301.04",67.10,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-09-14
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-09-21
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-09-21
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-09-21
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-09-21
CA,67.10,31.35,"540,301.04",67.10,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-09-21
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-09-28
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-09-28
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-09-28
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-09-28
CA,67.10,31.35,"540,301.04",67.10,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-09-28
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-10-05
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-10-05
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-10-05
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-10-05
CA,67.10,31.35,"540,301.04",67.10,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-10-05
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-10-12
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-10-12
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-10-12
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-10-12
CA,67.10,31.35,"540,301.04",67.10,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-10-12
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-10-19
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-10-19
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-10-19
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-10-19
CA,67.10,31.35,"540,301.04",67.10,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-10-19
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-10-26
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-10-26
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-10-26
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-10-26
CA,20.51,9.58,"165,142.48",20.51,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-10-26
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-11-02
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-11-02
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-11-02
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-11-02
CA,20.51,9.58,"165,142.48",20.51,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-11-02
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-11-09
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-11-09
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-11-09
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-11-09
CA,20.51,9.58,"165,142.48",20.51,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-11-09
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-11-16
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-11-16
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-11-16
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-11-16
CA,20.51,9.58,"165,142.48",20.51,0.00,0.00,1,5,D4,San Francisco County,46.72,2021-11-16
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-11-23
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-11-23
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-11-23
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-11-23
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-11-30
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-11-30
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-11-30
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-11-30
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-12-07
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-12-07
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-12-07
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-12-07
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-12-14
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-12-14
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-12-14
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-12-14
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-12-21
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-12-21
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-12-21
CA,99.29,46.39,"799,488.92",99.29,0.00,0.00,1,4,D3,San Francisco County,46.72,2021-12-21
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,1,D0,San Francisco County,46.72,2021-12-28
CA,100.00,46.72,"805,235.54",100.00,0.00,0.00,1,2,D1,San Francisco County,46.72,2021-12-28
CA,99.96,46.70,"804,880.84",99.96,0.00,0.00,1,3,D2,San Francisco County,46.72,2021-12-28
CA,1.93,63.71,"5,197.55",1.93,0.00,0.00,1,3,D2,San Luis Obispo County,"3,305.31",2021-04-06
CA,1.93,63.71,"5,197.55",1.93,0.00,0.00,1,3,D2,San Luis Obispo County,"3,305.31",2021-04-13
CA,0.47,12.95,"1,996.38",0.47,0.00,0.00,1,4,D3,Santa Barbara County,"2,750.34",2021-05-04
CA,0.47,12.95,"1,996.38",0.47,0.00,0.00,1,4,D3,Santa Barbara County,"2,750.34",2021-05-11
CA,0.47,12.95,"1,996.38",0.47,0.00,0.00,1,4,D3,Santa Barbara County,"2,750.34",2021-05-18
CA,0.37,10.13,"1,561.93",0.37,0.00,0.00,1,4,D3,Santa Barbara County,"2,750.34",2021-05-25
CA,0.37,10.13,"1,561.93",0.37,0.00,0.00,1,4,D3,Santa Barbara County,"2,750.34",2021-06-01
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-06-08
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-06-15
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-06-22
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-06-29
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-07-06
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-07-13
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-07-20
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-07-27
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-08-03
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-08-10
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-08-17
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-08-24
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-08-31
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-09-07
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-09-14
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-09-21
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-09-28
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-10-05
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-10-12
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-10-19
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-10-26
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-11-02
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-11-09
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-11-16
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-11-23
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-11-30
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-12-07
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-12-14
CA,0.39,10.81,"1,666.60",0.39,0.00,0.00,1,5,D4,Santa Barbara County,"2,750.34",2021-12-21
CA,0.33,9.14,"1,409.33",0.33,0.00,0.00,1,4,D3,Santa Barbara County,"2,750.34",2021-12-28
CA,0.20,2.58,"3,545.70",0.20,0.00,0.00,1,3,D2,Santa Clara County,"1,295.73",2021-04-13
CA,0.98,4.42,"2,571.08",0.98,0.00,0.00,1,2,D1,Santa Cruz County,450.69,2021-02-02
CA,0.98,4.42,"2,571.08",0.98,0.00,0.00,1,2,D1,Santa Cruz County,450.69,2021-02-09
CA,0.98,4.42,"2,571.08",0.98,0.00,0.00,1,2,D1,Santa Cruz County,450.69,2021-02-16
CA,0.98,4.42,"2,571.08",0.98,0.00,0.00,1,2,D1,Santa Cruz County,450.69,2021-02-23
CA,0.98,4.42,"2,571.08",0.98,0.00,0.00,1,2,D1,Santa Cruz County,450.69,2021-03-02
CA,0.98,4.42,"2,571.08",0.98,0.00,0.00,1,2,D1,Santa Cruz County,450.69,2021-03-09
CA,0.56,2.53,"1,471.19",0.56,0.00,0.00,1,2,D1,Santa Cruz County,450.69,2021-03-16
CA,0.96,4.31,"2,507.79",0.96,0.00,0.00,1,2,D1,Santa Cruz County,450.69,2021-03-23
CA,0.96,4.31,"2,507.79",0.96,0.00,0.00,1,2,D1,Santa Cruz County,450.69,2021-03-30
CA,0.04,0.20,113.78,0.04,0.00,0.00,1,4,D3,Santa Cruz County,450.69,2021-04-27
CA,3.92,37.51,126.89,3.92,0.00,0.00,1,4,D3,Sierra County,957.79,2021-04-06
CA,3.92,37.51,126.89,3.92,0.00,0.00,1,4,D3,Sierra County,957.79,2021-04-13
CA,3.92,37.51,126.89,3.92,0.00,0.00,1,4,D3,Sierra County,957.79,2021-04-20
CA,3.92,37.51,126.89,3.92,0.00,0.00,1,4,D3,Sierra County,957.79,2021-04-27
CA,10.79,90.88,"44,610.17",10.79,0.00,0.00,1,5,D4,Solano County,842.09,2021-05-18
CA,5.10,42.98,"21,097.47",5.10,0.00,0.00,1,5,D4,Solano County,842.09,2021-11-23
CA,5.10,42.98,"21,097.47",5.10,0.00,0.00,1,5,D4,Solano County,842.09,2021-11-30
CA,5.10,42.98,"21,097.47",5.10,0.00,0.00,1,5,D4,Solano County,842.09,2021-12-07
CA,5.10,42.98,"21,097.47",5.10,0.00,0.00,1,5,D4,Solano County,842.09,2021-12-14
CA,5.10,42.98,"21,097.47",5.10,0.00,0.00,1,5,D4,Solano County,842.09,2021-12-21
CA,2.10,33.54,"10,150.86",2.10,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-02-02
CA,2.10,33.54,"10,150.86",2.10,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-02-09
CA,2.10,33.54,"10,150.86",2.10,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-02-16
CA,3.00,47.89,"14,493.91",3.00,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-02-23
CA,3.00,47.89,"14,493.91",3.00,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-03-02
CA,3.00,47.89,"14,493.91",3.00,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-03-09
CA,3.00,47.89,"14,493.91",3.00,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-03-16
CA,3.00,47.89,"14,493.91",3.00,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-03-23
CA,3.00,47.89,"14,493.91",3.00,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-03-30
CA,3.00,47.89,"14,493.91",3.00,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-04-06
CA,3.00,47.89,"14,493.91",3.00,0.00,0.00,1,4,D3,Sonoma County,"1,598.94",2021-04-13
CA,3.50,53.03,"18,030.44",3.50,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-02-02
CA,3.50,53.03,"18,030.44",3.50,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-02-09
CA,3.50,53.03,"18,030.44",3.50,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-02-16
CA,3.50,53.03,"18,030.44",3.50,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-02-23
CA,3.50,53.03,"18,030.44",3.50,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-03-02
CA,3.50,53.03,"18,030.44",3.50,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-03-09
CA,3.50,53.03,"18,030.44",3.50,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-03-16
CA,4.35,65.81,"22,374.84",4.35,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-03-23
CA,4.35,65.81,"22,374.84",4.35,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-03-30
CA,4.35,65.81,"22,374.84",4.35,0.00,0.00,1,3,D2,Stanislaus County,"1,513.06",2021-04-06
CA,0.21,3.13,"1,063.13",0.21,0.00,0.00,1,5,D4,Stanislaus County,"1,513.06",2021-05-25
CA,0.21,3.13,"1,063.13",0.21,0.00,0.00,1,5,D4,Stanislaus County,"1,513.06",2021-06-01
CA,0.21,3.13,"1,063.13",0.21,0.00,0.00,1,5,D4,Stanislaus County,"1,513.06",2021-06-08
CA,0.21,3.13,"1,063.13",0.21,0.00,0.00,1,5,D4,Stanislaus County,"1,513.06",2021-06-15
CA,0.21,3.13,"1,063.13",0.21,0.00,0.00,1,5,D4,Stanislaus County,"1,513.06",2021-06-22
CA,0.21,3.13,"1,063.13",0.21,0.00,0.00,1,5,D4,Stanislaus County,"1,513.06",2021-06-29
CA,0.21,3.13,"1,063.13",0.21,0.00,0.00,1,5,D4,Stanislaus County,"1,513.06",2021-07-06
CA,0.21,3.13,"1,063.13",0.21,0.00,0.00,1,5,D4,Stanislaus County,"1,513.06",2021-07-13
CA,0.21,3.13,"1,063.13",0.21,0.00,0.00,1,5,D4,Stanislaus County,"1,513.06",2021-07-20
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-08-17
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-08-24
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-08-31
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-09-07
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-09-14
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-09-21
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-09-28
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-10-05
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-10-12
CA,0.06,1.86,7.99,0.06,0.00,0.00,1,5,D4,Trinity County,"3,203.63",2021-10-19
