total_population,california_county,approximate_location,ces_4_0_score,ces_4_0_percentile_range,ozone,pm2_5,diesel_pm,drinking_water,lead,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score,twocounty
5609,Los Angeles,Los Angeles,51.71,85-90%,0.061,13.28066467,0.216,726.64,60.24,0,609.490331,1052.207299,18,2.1,0.8,4,7.7,62.8,7.67,80.89,21.54,15,22.7,36.9,4.8,26.3,65.02,6.74,Los Angeles
3553,Los Angeles,Long Beach,51.7,85-90%,0.04,11.70661336,1.591,339.04,60.2,0,12103.81348,784.8023011,0,37,0.425,20,0.75,53.89,6.58,81.93,15.79,21.4,11,54,8,28.3,75.75,7.86,Los Angeles
4237,Los Angeles,Los Angeles,51.68,85-90%,0.049,12.01439591,0.604,787.94,77.03,0,1514.673299,3183.01241,12.65,0.75,0.07,0,1,56.2,6.86,50.11,13,30.3,23.7,47.6,7.8,37.4,72.6,7.53,Los Angeles
3840,Los Angeles,East Los Angeles,51.68,85-90%,0.05,12.1028031,0.167,678.37,84.93,0,2161.623372,364.4497901,16.1,2.8,1.3,0,3.7,55.19,6.74,56.8,16.64,43.5,21.4,52.4,5.3,19.9,73.92,7.67,Los Angeles
3574,Los Angeles,Los Angeles,51.67,85-90%,0.065,11.95061359,0.483,726.64,55.62,0,615.0779979,3378.921693,18,0,0.1,0,0,52.61,6.42,86.23,15.46,55.8,21.5,71.6,4,32,77.55,8.04,Los Angeles
3814,Los Angeles,Los Angeles,51.67,85-90%,0.044,11.97005427,0.12,787.94,93.01,0,3552.810018,1058.012886,3.2,0,0.41,0,0,47.56,5.81,95.52,17.63,45.2,9.3,55.1,8.9,31.9,85.78,8.9,Los Angeles
2998,Los Angeles,Maywood,51.65,85-90%,0.047,12.12538715,0.653,496.43,93.79,0,3737.366699,1226.505003,24.25,29.5,0.53,7,0,65.83,8.04,44.91,17.02,41,36.7,59.1,2.7,27.6,61.94,6.43,Los Angeles
3224,Los Angeles,Los Angeles,51.64,85-90%,0.049,12.00979423,0.646,787.94,75.32,0,1484.939311,1452.625354,11.6,0.75,0.16,0,0,53.04,6.48,58.73,15.62,40.5,43.9,62.3,3.7,36.6,76.87,7.97,Los Angeles
6237,Los Angeles,East Los Angeles,51.64,85-90%,0.049,12.24148594,0.524,671.34,95.42,0,3044.129964,467.8985248,10.75,9.5,0.385,0,0.1,54.37,6.64,72.44,16.96,46.5,26.1,47.1,4.9,27.9,74.98,7.78,Los Angeles
2728,Los Angeles,Montebello,51.62,85-90%,0.051,12.09672029,0.503,357.8,72.06,7.69,2614.539998,2532.525315,12,1.05,0.31,0,1,60.18,7.35,57.34,17.79,31.4,18.4,44,13,28.4,67.72,7.03,Los Angeles
2594,Los Angeles,Los Angeles,51.53,85-90%,0.047,12.18410918,0.3,787.94,92.98,0,2011.056702,1286.450026,9.35,3,0.145,0,0,53.33,6.51,54.24,14.33,50,50.5,76.1,12,31.1,76.29,7.91,Los Angeles
4217,Los Angeles,Los Angeles,51.53,85-90%,0.044,11.95669453,0.104,787.94,92.12,0,3972.420085,1142.608541,1.25,7,0.07,0,0,45.73,5.58,125.58,24.53,41.7,12.3,47,7.6,42.5,88.98,9.23,Los Angeles
4912,Los Angeles,Pico Rivera,51.52,85-90%,0.051,12.00103744,0.177,471.19,78.64,0,2889.699992,1084.466423,14,7.5,0.41,4,11.9,61.9,7.56,59.35,20.74,40.5,19.8,29.2,3.5,19.2,65.71,6.82,Los Angeles
5329,Los Angeles,Pomona,51.51,85-90%,0.058,12.49065577,0.165,754.44,69.17,0,814.1053569,2425.141103,2.1,0.3,0.185,4,0,51.83,6.33,78.05,15.97,39.3,13.5,58.6,7.7,21.8,78.46,8.14,Los Angeles
5287,Los Angeles,West Rancho Dominguez,51.48,85-90%,0.043,12.10252953,0.235,545.08,79.39,0,15209.51961,564.8398419,17.9,40.25,3.58,7,1.25,63.08,7.7,93.76,18,33,2.7,24.6,2.4,16,64.43,6.68,Los Angeles
2492,Los Angeles,Los Angeles,51.47,85-90%,0.06,11.52811451,0.102,726.64,63.87,0,1062.513316,840.8484564,36.1,0.3,0.285,0,2,50.28,6.14,72.71,20.59,20.8,14.8,52.4,6.7,31.4,80.82,8.38,Los Angeles
5427,Los Angeles,Downey,51.45,85-90%,0.046,12.17927262,0.421,441.86,63.03,4.16,4778.406698,1147.833881,10,41,1.265,3,5.75,69.48,8.48,33.3,13.74,22.8,10.4,41.1,4.2,21.8,58.46,6.06,Los Angeles
3322,Los Angeles,Los Angeles,51.44,85-90%,0.062,12.20778772,0.264,726.64,69.66,0,801.7659812,3629.280562,0.1,0,0.12,10,0,54.5,6.65,77.98,19.65,21.4,19.9,36.5,5.8,34.1,74.51,7.73,Los Angeles
4431,Los Angeles,East Los Angeles,51.42,85-90%,0.049,12.17215849,0.757,678.37,94.07,0,2890.409994,537.7957033,0.8,3,0.655,0,0.7,52.52,6.41,64.51,17.76,58.6,28.6,57.5,10.5,19.8,77.3,8.02,Los Angeles
5036,Los Angeles,Whittier,51.42,85-90%,0.05,11.97360073,0.298,757.43,75.7,0,2680.837036,1004.832001,78.75,50.5,5.76,0,0,63.25,7.72,49,17.53,26.1,9.4,29.1,3.6,19.2,64.19,6.66,Los Angeles
4364,Los Angeles,Los Angeles,51.41,85-90%,0.048,12.20870236,0.345,787.94,79.16,0,1818.157003,1086.472377,0.6,6,0.37,7,0,56.56,6.91,47.69,12.31,44.3,25.3,55.4,6.6,17.7,71.76,7.44,Los Angeles
6180,Los Angeles,Lynwood,51.39,85-90%,0.044,12.07668896,0.386,482.79,84.86,0,10270.84339,2226.023876,0.5,4.8,0.11,7,0.45,54.21,6.62,60.14,16.56,37.6,13.5,61.4,10.5,26.3,74.84,7.76,Los Angeles
7911,Los Angeles,Baldwin Park,51.36,85-90%,0.058,11.95086878,0.158,745.19,61.87,0.39,1886.272298,740.557733,12,16.7,0.39,3,1.75,60.6,7.4,66.86,14.78,32.9,24.4,39.9,3.3,25.1,66.92,6.94,Los Angeles
4882,Los Angeles,El Monte,51.36,85-90%,0.056,12.00572463,0.437,821.08,77.96,0,2234.836344,1469.025745,28.3,42.75,0.365,0,0.5,65.39,7.98,46.06,10.27,47.8,31.8,66.1,7.3,33.1,62.02,6.43,Los Angeles
6324,Los Angeles,Bell,51.36,85-90%,0.046,12.02269432,0.102,696.21,84.26,0,4334.300008,1210.417721,3.8,13.5,0.295,7,0,54.87,6.7,54.25,23.93,49.8,14.1,47.7,4,32.2,73.9,7.67,Los Angeles
5613,Los Angeles,Unincorporated Los Angeles County area,51.35,85-90%,0.062,6.708034531,0.06,616.04,57.3,1.71,3658.805074,195.5904286,30,3,0.9,0,15.2,51.51,6.29,146.66,22.35,21.5,8.6,52.4,5.9,14.8,78.71,8.16,Los Angeles
3705,Los Angeles,Los Angeles,51.3,85-90%,0.044,12.11505815,0.162,787.94,92.41,0,5025.159993,533.7363233,7.95,3.5,0.27,0,1,50.84,6.21,80.63,22.96,35.3,17.7,47.8,11.2,32.2,79.67,8.26,Los Angeles
6743,Los Angeles,Lynwood,51.26,85-90%,0.045,12.03460272,0.589,620.75,89.95,0,7227.299925,661.3834977,5.85,1.75,0.37,10,2.7,59.47,7.26,62.82,17.57,31.8,11.7,27.8,7.9,15.8,68.05,7.06,Los Angeles
3910,Los Angeles,Westmont,51.26,85-90%,0.043,12.08622848,0.145,373.79,87.99,0,7099.329997,1200.504366,2.5,0,0,0,4.2,45.18,5.52,125.58,24.53,35.2,12.2,56.9,7.7,34.6,89.58,9.29,Los Angeles
5163,Los Angeles,Los Angeles,51.25,85-90%,0.044,12.01125306,0.111,787.94,82.61,0,4725.266683,1055.183387,2.25,23.5,0.25,0,0.2,51.25,6.26,136.1,19.22,21.8,4.1,41.3,6.4,30.2,78.96,8.19,Los Angeles
6383,Los Angeles,Burbank,51.25,85-90%,0.061,11.52179538,0.352,787.01,61.89,0,2436.356649,2328.612029,59.75,66.15,2.245,6,0.2,69.91,8.54,39.68,10.85,8.6,7.6,24.7,8.7,25,57.88,6,Los Angeles
3262,Los Angeles,Glendale,51.24,85-90%,0.052,11.80374462,0.176,716.51,56.8,0,1563.802958,787.3168857,36,11.8,0.27,6,0.4,55.04,6.72,51.82,19.32,17.7,22.8,42.8,5,24.7,73.51,7.62,Los Angeles
3463,Los Angeles,Los Angeles,51.24,85-90%,0.062,13.41191039,0.158,726.64,67.19,12.08,660.1940053,1050.267274,1,1,0.075,10,0.7,57.44,7.01,72,18.15,13.7,13.3,20,5.6,20.9,70.43,7.31,Los Angeles
3985,Los Angeles,Glendale,51.22,85-90%,0.053,11.83417117,0.323,685.63,52.09,0,5378.450724,946.7297084,47.7,43.75,3.16,6,7.15,69.54,8.49,36.16,11.98,16.5,23,42.8,8.8,30.2,58.15,6.03,Los Angeles
3744,Los Angeles,Monterey Park,51.21,85-90%,0.05,12.21984068,0.745,755.01,69.74,0,2285.413371,1867.627567,7,1.5,0.475,0,2.6,60.74,7.42,36.26,8.91,28.1,22.7,49.7,11.8,21.6,66.57,6.91,Los Angeles
5324,Los Angeles,Long Beach,51.17,85-90%,0.04,11.64728179,0.25,339.04,59.45,0,10776.15967,631.3941805,3,5.5,1.035,7,5.5,51.52,6.29,75.83,14.78,19.3,10.2,54.8,11.3,31,78.42,8.13,Los Angeles
3610,Los Angeles,Long Beach,51.14,85-90%,0.04,11.66595061,0.939,339.04,85.28,6.67,14543.73682,2254.188576,0,6.55,0.25,10,0.2,57.98,7.08,79.55,21.11,23,11.4,28.7,5.6,18.2,69.64,7.22,Los Angeles
4116,Los Angeles,Hawthorne,51.12,85-90%,0.043,12.05869981,0.308,245.48,75.91,0,7291.793213,1310.454136,7.6,17.05,0.32,5,0,53.21,6.5,77.65,19.79,30,11.2,40.8,5.3,30.6,75.85,7.87,Los Angeles
4218,Los Angeles,West Carson,51.1,85-90%,0.041,12.06111984,0.356,346.67,68.36,0,11388.33691,1731.755694,92.85,22.95,1.46,3,16.15,65.97,8.05,58.78,13.1,21.3,20.1,32.7,5.3,20.2,61.17,6.34,Los Angeles
1425,Los Angeles,Long Beach,51.08,85-90%,0.041,11.66595061,1.339,339.04,63.18,14.41,13155.93327,3703.364708,2.25,13.25,0.05,11,1.25,60.3,7.36,79.55,21.11,16.6,1.5,33.1,11.2,21.7,66.88,6.94,Los Angeles
6284,Los Angeles,West Puente Valley,51.08,85-90%,0.057,12.0150862,0.429,821.08,83.04,0.27,2034.470988,669.11999,24.5,53.55,0.86,3,2.5,71.36,8.71,42.57,14.31,34.8,6.4,34.2,9.6,15.8,56.52,5.86,Los Angeles
3141,Los Angeles,Los Angeles,51.08,85-90%,0.046,12.10569353,0.65,787.94,89.87,0,2212.823954,4741.799354,1,0,0.185,0,0,52.73,6.44,44.97,13.53,36.4,19.3,51.3,11.2,33.6,76.48,7.93,Los Angeles
4040,Los Angeles,Los Angeles,51.06,85-90%,0.045,11.99266542,0.1,787.94,88.97,0,2614.636637,881.6927375,0.5,0,0.06,0,5,45.89,5.6,81.31,16.43,48.1,22.8,58.4,9.3,45,87.86,9.11,Los Angeles
4471,Los Angeles,Long Beach,51.03,85-90%,0.042,12.47113428,0.493,339.04,90.22,0,9065.480146,724.9417155,0.7,14.3,0.305,7,0,51.71,6.31,94.42,20.48,24.2,4.8,42,6.5,39.7,77.91,8.08,Los Angeles
5848,Los Angeles,Bellflower,51,85-90%,0.043,11.889552,1.07,360.54,66.14,1.65,5744.743327,2625.959706,0,30.6,0.33,0,0,54.62,6.67,60.83,16.85,28.2,11.9,44.1,5.7,26.7,73.71,7.65,Los Angeles
5542,Los Angeles,Lancaster,50.94,85-90%,0.062,6.736203058,0.094,441.8,63.95,0,4863.003274,523.493786,18,5.5,0.335,0,6.3,47.27,5.77,154.39,23.63,33.2,13.6,67.5,8.5,13.1,85.08,8.83,Los Angeles
6747,Los Angeles,Montebello,50.94,85-90%,0.05,12.07970385,0.178,322.65,73.76,0,3042.656698,809.5643673,5.4,6.6,1.05,2,7.4,55.51,6.78,56.92,17.67,31.8,22,46.9,4.9,27.8,72.46,7.52,Los Angeles
4410,Los Angeles,Los Angeles,50.94,85-90%,0.044,12.03324822,0.418,787.94,88.57,0,4324.796793,3086.525215,1.7,0,0,0,0.2,50.09,6.12,80.94,17.08,48.3,12.3,71.4,11.3,40.1,80.29,8.33,Los Angeles
3129,Los Angeles,Los Angeles,50.94,85-90%,0.062,11.5211534,0.103,726.64,68.03,0,980.5033162,1099.925192,41.5,21.5,0.36,0,1.5,57.21,6.98,54.18,14.94,36.2,22.6,51.8,8.8,36,70.3,7.29,Los Angeles
3124,Los Angeles,Huntington Park,50.91,85-90%,0.046,12.0654342,0.117,380.45,93.78,0,4060.020142,840.7411232,14.4,20.5,0.55,0,1,53.88,6.58,49.56,19.98,53.1,25.2,45.2,8.9,26.8,74.61,7.74,Los Angeles
5268,Los Angeles,Long Beach,50.89,85-90%,0.04,11.6858254,0.789,339.04,82.33,0,26268.0332,1681.938589,1.2,20.05,1.085,21,0,59.03,7.21,76.7,20.22,23.9,7,35.2,8.2,11.2,68.07,7.06,Los Angeles
6950,Los Angeles,Pomona,50.89,85-90%,0.056,12.54493086,0.209,754.44,75.58,0,856.3846844,1452.823201,1,5,0.325,0,3.2,55.96,6.83,74.95,17.48,37.5,12.1,48.5,4.7,15,71.8,7.45,Los Angeles
6129,Los Angeles,Compton,50.88,85-90%,0.043,12.11109845,0.219,456.72,90.22,0.07,24440.05697,886.7252405,1.3,7.8,0.095,7,0,51.26,6.26,115.45,18.72,42.9,3.6,38.6,7.8,20.9,78.37,8.13,Los Angeles
5510,Los Angeles,Glendale,50.88,85-90%,0.053,11.78597488,0.24,685.63,66.14,0,1676.006327,929.2140621,48,0,0.295,6,0.8,55.78,6.81,59.54,23.34,21.8,36.6,51.9,6.2,34.5,72.01,7.47,Los Angeles
3979,Los Angeles,Los Angeles,50.84,85-90%,0.05,11.99265418,0.543,787.94,69.11,0,1426.273336,1119.303534,2.45,1.5,0.7,0,0,52.55,6.42,43.46,21.11,19.3,41.1,53.7,9.1,28,76.39,7.92,Los Angeles
4181,Los Angeles,Los Angeles,50.82,85-90%,0.062,11.59401635,0.198,726.64,66.49,0,900.3736877,1125.454334,38,22.5,0.58,4,0.2,61.01,7.45,49.57,13.58,28.3,27.1,43.8,5,38.1,65.77,6.82,Los Angeles
5591,Los Angeles,Pomona,50.81,85-90%,0.057,12.55391098,0.43,754.44,80.14,0,785.8856709,479.2320614,37.5,30.75,0.14,0,0,55.45,6.77,74.1,17.27,57.3,12.6,68.3,6.5,18,72.35,7.5,Los Angeles
5530,Los Angeles,East Los Angeles,50.76,85-90%,0.049,12.17215849,0.863,678.37,90.71,0,2579.953288,2745.845674,1.9,3,0.68,0,3.4,61.85,7.55,39.92,11.44,57.5,30.5,49.2,7.9,36.6,64.8,6.72,Los Angeles
7361,Los Angeles,Los Angeles,50.69,85-90%,0.044,11.95360692,0.068,787.94,91.4,0,2965.403361,882.3457697,6.1,0,0.28,0,2.75,48.91,5.97,128.19,21.61,33.6,10.9,46.1,3.2,40.2,81.82,8.49,Los Angeles
5012,Los Angeles,Lancaster,50.67,85-90%,0.062,7.620826731,0.155,472.49,80.81,0,5812.586712,999.049903,0,1.5,0.245,0,8,46.8,5.71,137.04,18.89,23.7,7.1,60.9,16.2,25.1,85.48,8.87,Los Angeles
4589,Los Angeles,Walnut Park,50.64,85-90%,0.045,12.06379023,0.101,338.88,92.97,0,4536.386678,778.3350954,9.4,21.6,0.545,0,0,49.15,6,53.05,20.98,52,30.8,49,4.8,31.7,81.34,8.44,Los Angeles
4321,Los Angeles,Los Angeles,50.52,85-90%,0.067,11.37171568,0.382,726.64,45.13,0,729.3406575,781.9743214,27.1,26,0.475,0,5.8,59.68,7.29,81.71,13.36,27.4,12.8,60.7,4.2,21.1,66.83,6.93,Los Angeles
4331,Los Angeles,Los Angeles,50.51,85-90%,0.044,11.93412511,0.09,821.41,73.22,0,3844.943319,1203.474272,0,0,0.5,0,4,49.24,6.01,131.73,15.49,21.8,6.4,41.2,9.5,40.5,81,8.4,Los Angeles
4545,Los Angeles,Los Angeles,50.5,85-90%,0.048,12.35408718,1.711,787.94,40.28,0,2014.212036,2460.189061,12.4,5.5,0.545,0,6.2,62.65,7.65,79.97,12.37,12.8,12.5,49.9,3.6,23.9,63.63,6.6,Los Angeles
3551,Los Angeles,Los Angeles,50.47,85-90%,0.067,11.44575547,0.504,726.64,70.91,0,750.5590108,596.6045641,36,32.75,0.435,4,1.4,62.9,7.68,81.71,13.36,37.6,9.9,38.1,6.2,18.8,63.35,6.57,Los Angeles
3068,Los Angeles,Los Angeles,50.45,85-90%,0.062,12.32883267,0.234,726.64,66.43,0,756.0213421,2569.864417,0.95,0,0.115,2,0,50.08,6.12,77.98,19.65,32.4,22.9,59.6,8.8,29.6,79.54,8.25,Los Angeles
2851,Los Angeles,Los Angeles,50.42,85-90%,0.046,12.02272051,0.501,787.94,80.24,0,2110.941671,4745.434734,7.25,10,0.76,0,0,59.95,7.32,37.01,8.1,21.9,23.4,48.1,11.3,31.2,66.4,6.89,Los Angeles
3053,Los Angeles,Los Angeles,50.37,85-90%,0.038,11.67101336,0.856,391.08,76.55,0,4130.023397,453.3138728,12,38.75,0.395,9,0,54.06,6.6,103.61,14.57,26,16.1,41.6,8.9,26,73.56,7.63,Los Angeles
2972,Los Angeles,Los Angeles,50.36,85-90%,0.046,12.18410918,0.707,787.94,91.88,0,2138.424662,2028.031741,11.6,1.5,0.27,0,0,57.18,6.98,48.18,9.5,51.8,47.6,64.1,7,25.1,69.54,7.21,Los Angeles
5764,Los Angeles,Los Angeles,50.33,85-90%,0.045,11.91185817,0.082,787.94,78.44,0,2296.334351,1245.180615,4.25,3,0.35,0,0.5,48.98,5.98,86.99,12.14,27.5,9,63.8,16.3,34.5,81.12,8.41,Los Angeles
1863,Los Angeles,Unincorporated Los Angeles County area,50.31,85-90%,0.062,6.85885423,0.045,434.39,81.49,6.37,14068.86035,404.6704238,7,0,1.71,0,0.5,46.11,5.63,96.61,19.3,43.9,9.9,60.3,13,24.8,86.16,8.94,Los Angeles
4440,Los Angeles,South Gate,50.31,85-90%,0.045,12.06007558,0.294,671.72,88.64,0,6292.386556,703.734614,6.3,4.5,0.455,0,0,50.88,6.21,52.53,18.39,57.7,35.4,45.5,13.4,29.2,78.07,8.1,Los Angeles
6029,Los Angeles,Baldwin Park,50.27,85-90%,0.06,11.8354872,0.08,745.19,80.86,0.01,1744.423604,555.0166348,14,25.85,0.155,2,9.35,58.47,7.14,66.86,14.78,33.8,16.9,32.4,5.7,17.5,67.87,7.04,Los Angeles
5928,Los Angeles,Gardena,50.27,85-90%,0.043,12.07532049,0.098,373.79,61.57,0.17,14345.18042,948.0415003,9.75,16.3,1.285,0,7.2,56.36,6.88,76.29,14.44,17.7,11.6,41.9,4.1,23.3,70.42,7.3,Los Angeles
3386,Los Angeles,Los Angeles,50.25,85-90%,0.067,11.40197774,0.253,726.64,90.71,0,734.4526876,525.0582645,43.75,14,0.125,0,1.4,54.9,6.7,81.71,13.36,49.8,15.4,55.1,2.4,29.5,72.26,7.5,Los Angeles
2922,Los Angeles,Los Angeles,50.25,85-90%,0.044,11.97286678,0.11,787.94,90.97,0,4040.543295,1076.333369,2.45,2,0.02,0,0,44.21,5.4,125.58,24.53,50.3,22,65.3,4.6,31.4,89.74,9.31,Los Angeles
2980,Los Angeles,Compton,50.23,85-90%,0.043,12.11682636,0.084,432.62,90.8,0.24,34335.47949,957.5840428,1,6.5,0.18,7,1.25,52.85,6.45,101.48,16.07,21.2,3.1,43.2,9,24.9,75.04,7.78,Los Angeles
3874,Los Angeles,Pico Rivera,50.23,85-90%,0.049,12.13665654,0.276,239.65,78.66,0.09,3039.255045,1526.950093,12.5,5,0.83,3,1,58.81,7.18,60.9,21.31,28,9.1,24.5,10.8,7.7,67.43,6.99,Los Angeles
2888,Los Angeles,Los Angeles,50.2,85-90%,0.048,12.52185449,1.548,787.94,17.91,0.16,2047.616048,1616.561902,12.65,12.3,1.12,7,26.25,69.62,8.5,47.79,8.69,20.8,52.7,53.2,4.4,6.5,56.93,5.91,Los Angeles
4850,Los Angeles,Baldwin Park,50.15,85-90%,0.058,11.92341677,0.114,745.19,71.05,0.01,1833.098063,623.1974249,12,12.05,0.4,3,5.6,59.56,7.27,66.86,14.78,35.5,15.9,33.1,7.1,20.2,66.48,6.9,Los Angeles
4416,Los Angeles,Norwalk,50.12,85-90%,0.046,11.94672827,0.136,526.68,67.59,0,4225.576741,715.7824378,3.55,32.5,0.93,0,1.5,52.34,6.39,47.46,18.21,23.9,20.7,39.7,8.3,36,75.61,7.84,Los Angeles
3875,Los Angeles,Los Angeles,50.09,85-90%,0.046,12.05421442,0.703,787.94,75.87,0,2157.38265,4887.222368,0.25,0.5,0.195,0,0,50.94,6.22,55.36,11.99,42.1,21.9,53.6,12.5,34.1,77.64,8.05,Los Angeles
6157,Los Angeles,Los Angeles,50.07,85-90%,0.062,14.60341571,0.102,726.64,69.88,0,607.7059987,900.7276191,3.1,14.5,0.36,4,0,53.83,6.57,77.11,20.52,25.4,16.7,40.2,4.5,26.5,73.43,7.62,Los Angeles
7210,Los Angeles,El Monte,50.06,85-90%,0.058,12.03686392,0.075,793.99,67.95,0.09,1900,1044.999301,3.7,33.55,0.325,8,0,59.34,7.25,73.28,15.5,36.3,18.9,36,5.4,23.2,66.6,6.91,Los Angeles
3165,Los Angeles,East Los Angeles,50.04,85-90%,0.05,12.13544749,0.347,678.37,88.01,0,2024.633301,1445.844788,10.55,27.3,1.075,0,6.5,66.86,8.16,56.8,16.64,40.1,19.4,29.7,4.2,20.6,59.09,6.13,Los Angeles
5074,Los Angeles,Los Angeles,50.01,85-90%,0.061,12.54060138,0.146,726.64,57.93,0,544.6029866,1103.557438,7,3,0.345,4,0,52.24,6.38,79.11,20.17,22.2,13.6,37.7,8.2,25.1,75.59,7.84,Los Angeles
4653,Los Angeles,Los Angeles,49.99,85-90%,0.045,12.00727367,0.085,787.94,81.73,0,2658.420044,1098.399286,1.2,0,0.17,0,1.25,46.09,5.63,71.2,14.89,48.9,25.5,60.8,9.4,38.6,85.63,8.88,Los Angeles
3583,Los Angeles,Los Angeles,49.97,85-90%,0.064,12.58335026,0.104,726.64,67.86,0,565.9006653,1220.348247,9,26,0.66,3,0,58.31,7.12,46.93,13.12,23,15.4,48.7,3,32.7,67.66,7.02,Los Angeles
4369,Los Angeles,Los Angeles,49.96,85-90%,0.06,11.73546463,0.08,726.64,60.06,0,1006.900035,1096.960515,37,6.75,0.325,4,0,53.1,6.48,63.43,19.24,15.8,6.7,45.1,9.2,39.3,74.29,7.71,Los Angeles
5358,Los Angeles,Los Angeles,49.96,85-90%,0.038,11.65417914,0.08,391.08,66.36,0,4626.793294,934.4857184,19.35,17.5,0.985,8,1.75,54.26,6.63,103.61,14.57,31.5,11.2,55.7,13.6,33.2,72.69,7.54,Los Angeles
3721,Los Angeles,Los Angeles,49.94,85-90%,0.046,12.00354413,0.108,787.94,87.2,0,1957.005005,1205.655764,0,4.8,0.95,7,1.3,56.29,6.87,57.36,10.34,44.5,22,51.9,5.5,41,70.05,7.27,Los Angeles
5503,Los Angeles,Azusa,49.93,85-90%,0.061,11.61864871,0.49,365.81,75.79,0,1210.280334,1553.32919,1,43.4,0.34,0,0,53.05,6.48,71.92,17.02,32.6,8.9,58,6.6,28.1,74.31,7.71,Los Angeles
5920,Los Angeles,Los Angeles,49.93,85-90%,0.067,10.92897449,0.333,726.64,66.46,0,611.164327,386.8328073,7.9,30.3,4.345,0,6.15,58.78,7.18,63.98,13.45,35,14.3,34.7,2.1,26.8,67.06,6.96,Los Angeles
4264,Los Angeles,Los Angeles,49.92,85-90%,0.065,11.6143557,0.175,726.64,57.81,0,649.0633443,1131.456675,36.25,0,0.07,0,0,46.96,5.73,93.94,20.82,56.1,33.3,74.5,10,44.2,83.93,8.71,Los Angeles
3705,Los Angeles,Pomona,49.84,85-90%,0.056,12.67092751,0.654,838.22,84.52,0,915.8089802,2512.525203,2,3,0.15,2,0.7,58.95,7.2,74.9,17.47,34.9,7.4,36.3,4.6,19,66.75,6.92,Los Angeles
3864,Los Angeles,Los Angeles,49.8,85-90%,0.06,11.84082938,0.14,726.64,60.67,0,521.0826721,1406.369996,0.25,3,0.19,4,4,51.45,6.28,68.26,14.76,38.9,18.1,49.8,4.6,33.7,76.42,7.93,Los Angeles
4752,Los Angeles,Paramount,49.76,85-90%,0.044,12.04803982,0.404,280.67,55.25,0,7939.126668,2717.242078,5.5,23,1.655,7,9.5,63.63,7.77,49.06,14.78,28.4,3.1,38.5,5.2,19.9,61.75,6.41,Los Angeles
3900,Los Angeles,Los Angeles,49.72,85-90%,0.049,12.00979423,0.626,787.94,68.55,0,1467.875997,2187.349198,23.6,8,0.475,0,0,59.92,7.32,39.77,11.84,27.7,41.8,52.8,12.6,26.5,65.52,6.8,Los Angeles
7566,Los Angeles,Unincorporated Los Angeles County area,49.7,85-90%,0.054,11.96826937,0.241,798.9,54.88,2.51,2202.897359,1373.1078889999999,15.75,39.9,0.76,10,1.4,72.07,8.8,41.17,11.45,33.4,21.8,46.3,2.8,15.6,54.45,5.65,Los Angeles
5066,Los Angeles,Rosemead,49.7,85-90%,0.055,11.96177798,0.347,815.06,58.99,0,1985.854309,2352.792883,22.5,45.15,0.235,4,1,66.13,8.07,37.84,10.34,32.1,22.5,36.2,5.7,22.6,59.33,6.15,Los Angeles
3998,Los Angeles,Los Angeles,49.69,85-90%,0.06,12.66717011,0.487,726.64,37.61,0.43,777.0553488,4173.018811,0,3,0.06,10,1,58.03,7.09,68.54,13.11,7.6,16.3,37.4,9.8,38.7,67.61,7.01,Los Angeles
3705,Los Angeles,Los Angeles,49.68,85-90%,0.047,12.18410918,0.226,787.94,84.88,0,2034.583395,1278.19926,5.75,2.3,0.1,0,0,50.09,6.12,54.24,14.33,56.6,50.4,69.4,9.9,30.2,78.31,8.12,Los Angeles
4329,Los Angeles,Los Angeles,49.68,85-90%,0.062,12.32883267,0.133,726.64,66.1,0,785.3806561,1167.068769,1,0,0.02,13,0,49.93,6.1,77.98,19.65,32.9,26.6,65.4,5.6,30.7,78.55,8.15,Los Angeles
5695,Los Angeles,Los Angeles,49.66,85-90%,0.049,12.28025039,0.282,488.79,84.7,0,1992.992676,1665.071729,4.1,8.55,0.11,0,3,55.6,6.79,51.52,12.59,43.2,12.4,54.3,5.2,27.8,70.51,7.31,Los Angeles
5311,Los Angeles,Los Angeles,49.65,85-90%,0.044,11.95656498,0.083,787.94,89.73,0,3808.136678,889.3171622,0.6,2,0.29,0,3.95,48.37,5.91,142.48,19.97,26.6,2.5,43.4,8.4,39.5,81.04,8.41,Los Angeles
2420,Los Angeles,Los Angeles,49.61,85-90%,0.065,11.43570021,0.439,726.64,80.3,0,694.8643341,3028.121981,40,2.5,0.305,4,2.75,64.94,7.93,74.78,15.13,31.7,6.8,29.2,8.7,22.6,60.32,6.26,Los Angeles
2211,Los Angeles,East Los Angeles,49.6,85-90%,0.05,12.23170295,0.203,678.37,94.79,0,2559.569947,826.554552,0,3,0.255,0,0.2,48.16,5.88,72.44,16.96,46.8,27.5,46.2,6.3,26.2,81.3,8.43,Los Angeles
5094,Los Angeles,Long Beach,49.59,85-90%,0.042,12.95638339,0.49,339.04,78.04,0,9431.766927,719.7162498,1.75,18,0.52,11,0,55.27,6.75,94.42,20.48,25.6,10,54.2,5.5,15.4,70.84,7.35,Los Angeles
